English	Translation	Pinyin	Hiragana	Latin Letters	Part of Speech	Stamp	OriginLanguage
Responsible	responsable				Noun	[]	French
Responsible	Verantwortliche				Noun	[]	German
Responsible	役目		やくめ		Noun	[]	Japanese
Responsible	責任感のある		せきにんかんのある		Noun	[]	Japanese
Responsible	отве́тственный			otvetstvennyi	Noun	[]	Russian
Responsible	culpable				Noun	[]	Spanish
Responsible	formal				Noun	[]	Spanish
Responsible	responsable				Noun	[]	Spanish
Responsible	responsables				Noun	[]	Spanish
Responsible For	负责	fù zé			Noun	[]	Chinese
Responsible For	chargé d'				Noun	[]	French
Responsible For	chargé de				Noun	[]	French
Responsible For	chargée d'				Noun	[]	French
Responsible For	chargée de				Noun	[]	French
Responsible For	responsable				Noun	[]	French
Responsible For	die Verantwortung tragen für				Noun	[]	German
Responsible For	の役目		のやくめ		Noun	[]	Japanese
Responsible For	отвечать за			otvechat' za	Noun	[]	Russian
Responsible Position	кре́сло			kreslo	Noun	[]	Russian
Rest	休息	xiū xī			Noun	[]	Chinese
Rest	其余	qíyú			Noun	[]	Chinese
Rest	歇	xiē			Noun	[]	Chinese
Rest	repos				Noun	[]	French
Rest	repose				Noun	[]	French
Rest	reposer				Noun	[]	French
Rest	reste				Noun	[]	French
Rest	die Erholung				Noun	[]	German
Rest	die Ruhe				Noun	[]	German
Rest	entspannen				Verb	[]	German
Rest	Erholung				Noun	[]	German
Rest	Ruhe				Noun	[]	German
Rest	ruhen				Verb	[]	German
Rest	くつろぐ		くつろぐ		Noun	[]	Japanese
Rest	ひるねします		ひるねします		Noun	[]	Japanese
Rest	やすみます		やすみます		Noun	[]	Japanese
Rest	やすむ		やすむ		Noun	[]	Japanese
Rest	リラックスします		リラックスします		Noun	[]	Japanese
Rest	休み		やすみ		Noun	[]	Japanese
Rest	休みます		やすみます		Noun	[]	Japanese
Rest	休む		やすむ		Noun	[]	Japanese
Rest	休憩		きゅうけい		Noun	[]	Japanese
Rest	о́тдых			otdyh	Verb	[]	Russian
Rest	отдохну́ть			otdohnutʹ	Verb	[]	Russian
Rest	отдохнуть			otdohnutʹ	Verb	[]	Russian
Rest	отдыха́ть			otdyhatʹ	Verb	[]	Russian
Rest	отдыхает			otdyhaet	Verb	[]	Russian
Rest	отдыхать			otdyhatʹ	Verb	[]	Russian
Rest	упо́р			upor	Verb	[]	Russian
Rest	apoyar				Noun	[]	Spanish
Rest	apoyo				Noun	[]	Spanish
Rest	descansa				Noun	[]	Spanish
Rest	descansabas				Noun	[]	Spanish
Rest	descansamos				Noun	[]	Spanish
Rest	descansan				Noun	[]	Spanish
Rest	descansar				Noun	[]	Spanish
Rest	descansara				Noun	[]	Spanish
Rest	descansaran				Noun	[]	Spanish
Rest	descansaremos				Noun	[]	Spanish
Rest	descansaron				Noun	[]	Spanish
Rest	descansarán				Noun	[]	Spanish
Rest	descansaré				Noun	[]	Spanish
Rest	descansas				Noun	[]	Spanish
Rest	descanse				Noun	[]	Spanish
Rest	descanses				Noun	[]	Spanish
Rest	descanso				Noun	[]	Spanish
Rest	resto				Noun	[]	Spanish
Rest Area	Rastplatz				Noun	[]	German
Rest Assured	rassure-toi				Noun	[]	French
Rest Stop	服务区	fú wù qū			Noun	[]	Chinese
Rest Stop	Raststätte				Noun	[]	German
Rest Stop	стоянке			stojanke	Noun	[]	Russian
Rest With	在于	zàiyú			Preposition	[]	Chinese
Restart	重启	zhòng qǐ			Noun	[]	Chinese
Restart	重新开始	chóng xīn kāi shǐ			Noun	[]	Chinese
Restart	renouer				Noun	[]	French
Restart	reprendre				Noun	[]	French
Restart	die Fortsetzung				Noun	[]	German
Restart	Fortsetzung				Noun	[]	German
Restart	Neuanfang				Noun	[]	German
Restart	Neustart				Noun	[]	German
Restart	Wiederaufnahme				Noun	[]	German
Restart	さいきどうします		さいきどうします		Noun	[]	Japanese
Restart	再起動		さいきどう		Noun	[]	Japanese
Restart	再起動します		さいきどうします		Noun	[]	Japanese
Restart	再開		さいかい		Noun	[]	Japanese
Restart	reanudación				Noun	[]	Spanish
Restart	reanudar				Noun	[]	Spanish
Restart	reanudarse				Noun	[]	Spanish
Restart	rearrancar				Noun	[]	Spanish
Restart	reinicia				Noun	[]	Spanish
Restart	reiniciar				Noun	[]	Spanish
Restart	reiniciarla				Noun	[]	Spanish
Restart	reiniciarlo				Noun	[]	Spanish
Restart	reiniciaste				Noun	[]	Spanish
Restarting	さいきどうします		さいきどうします		Verb	[]	Japanese
Restarting	再起動します		さいきどうします		Verb	[]	Japanese
Restarts	Neustart				Noun	[]	German
Restaurant	中餐厅	zhōng cān tīng			Noun	[]	Chinese
Restaurant	火锅店	huǒ guō diàn			Noun	[]	Chinese
Restaurant	风味餐厅	fēng wèi cān tīng			Noun	[]	Chinese
Restaurant	餐厅	cān tīng			Noun	[]	Chinese
Restaurant	餐馆	cān guǎn			Noun	[]	Chinese
Restaurant	饭店	fàndiàn			Noun	[]	Chinese
Restaurant	饭馆	fàn guǎn			Noun	[]	Chinese
Restaurant	馆	guǎn			Noun	[]	Chinese
Restaurant	resto				Noun	[]	French
Restaurant	das Lokal				Noun	[]	German
Restaurant	や		や		Noun, Katakana	[]	Japanese
Restaurant	レストラン		レストラン		Noun, Katakana	[]	Japanese
Restaurant	店		みせ		Noun	[]	Japanese
Restaurant	飲食店		いんしょくてん		Noun, Katakana	[]	Japanese
Restaurant	рестора́н			restoran	Noun	[]	Russian
Restaurant	ресторан			restoran	Noun	[]	Russian
Restaurant	diner				Noun	[]	Spanish
Restaurant	el restaurante				Noun	[]	Spanish
Restaurant	restaurante				Noun	[]	Spanish
Restaurant	restorán				Noun	[]	Spanish
Restaurants	restaurants				Noun	[]	French
Restaurants	Restaurants				Noun	[]	German
Restaurants	restaurantes				Noun	[]	Spanish
Restaurant's	restaurant				Noun	[]	French
Restaurant's	Restaurant				Noun	[]	German
Rested	休息	xiū xī			Verb	[]	Chinese
Rested	irréfléchi				Verb	[]	French
Rested	reposaient				Verb	[]	French
Rested	reposais				Verb	[]	French
Rested	reposait				Verb	[]	French
Rested	reposiez				Verb	[]	French
Rested	reposions				Verb	[]	French
Rested	reposé				Verb	[]	French
Rested	reposée				Verb	[]	French
Rested	reposées				Verb	[]	French
Rested	rougeurs				Verb	[]	French
Rested	s'est				Verb	[]	French
Rested	s'est reposée				Verb	[]	French
Rested	vague				Verb	[]	French
Rested	ausgeruht				Verb	[]	German
Rested	basiert				Verb	[]	German
Rested	brachgelegen				Verb	[]	German
Rested	brachlegen				Verb	[]	German
Rested	die Beweiserhebung abschließen				Verb	[]	German
Rested	eine Pause machen/einlegen				Verb	[]	German
Rested	erholt				Verb	[]	German
Rested	geruht				Verb	[]	German
Rested	geschont				Verb	[]	German
Rested	ruhten				Verb	[]	German
Rested	ruhtest				Verb	[]	German
Rested	ruhtet				Verb	[]	German
Rested	schonten				Verb	[]	German
Rested	schontest				Verb	[]	German
Rested	schontet				Verb	[]	German
Rested	sich ausruhen				Verb	[]	German
Rested	ungestüm				Verb	[]	German
Rested	voreilig				Verb	[]	German
Rested	überstürzt				Verb	[]	German
Rested	休みました		やすみました		Verb	[]	Japanese
Rested	отдохнул			otdohnul	Verb	[]	Russian
Rested	descansara				Verb	[]	Spanish
Resting	休息	xiū xī			Verb	[]	Chinese
Resting	отдыхает			otdyhaet	Verb	[]	Russian
Restless	fébrile				Adjective	[]	French
Restless	impatient				Adjective	[]	French
Restless	turbulent				Adjective	[]	French
Restless	impaciente				Noun	[]	Spanish
Restless	inquieto				Noun	[]	Spanish
Restoration Or Recovery	восстановле́ние			vosstanovlenie	Noun	[]	Russian
Restore	修复	xiū fù			Noun	[]	Chinese
Restore	修缮	xiū shàn			Noun	[]	Chinese
Restore	发还	fā huán			Noun	[]	Chinese
Restore	归	guī			Noun	[]	Chinese
Restore	恢	huī			Noun	[]	Chinese
Restore	恢复	huī fù			Noun	[]	Chinese
Restore	翻修	fān xiū			Noun	[]	Chinese
Restore	翻新	fān xīn			Noun	[]	Chinese
Restore	重建	zhòng jiàn			Noun	[]	Chinese
Restore	rendre				Noun	[]	French
Restore	restaure				Noun	[]	French
Restore	restaurer				Noun	[]	French
Restore	restaurez				Noun	[]	French
Restore	restauré				Noun	[]	French
Restore	restaurée				Noun	[]	French
Restore	restituent				Noun	[]	French
Restore	restituer				Noun	[]	French
Restore	réhabiliter				Noun	[]	French
Restore	réparant				Noun	[]	French
Restore	réparés				Noun	[]	French
Restore	rétablira				Noun	[]	French
Restore	rétabliras				Noun	[]	French
Restore	rétablis				Noun	[]	French
Restore	rétablisse				Noun	[]	French
Restore	rétablissent				Noun	[]	French
Restore	rétablit				Noun	[]	French
Restore	gebt zurück				Verb	[]	German
Restore	gibst zurück				Verb	[]	German
Restore	konjizieren				Verb	[]	German
Restore	restaurieren				Verb	[]	German
Restore	restaurierst				Verb	[]	German
Restore	restauriert				Verb	[]	German
Restore	wiederherstellen				Verb	[]	German
Restore	zurückgeben				Verb	[]	German
Restore	にもどります		にもどります		Noun	[]	Japanese
Restore	をもどします		をもどします		Noun	[]	Japanese
Restore	修復する		しゅうふくする		Noun	[]	Japanese
Restore	回復します		かいふくします		Noun	[]	Japanese
Restore	戻します		もどします		Noun	[]	Japanese
Restore	восстановили			vosstanovili	Noun	[]	Russian
Restore	восстановить			vosstanovit'	Noun	[]	Russian
Restore	devolver				Noun	[]	Spanish
Restore	devolvieran				Noun	[]	Spanish
Restore	devuelvan				Noun	[]	Spanish
Restore	devuélvame				Noun	[]	Spanish
Restore	recuperara				Noun	[]	Spanish
Restore	reinstaurar				Noun	[]	Spanish
Restore	reintegrar				Noun	[]	Spanish
Restore	reparados				Noun	[]	Spanish
Restore	restablecer				Noun	[]	Spanish
Restore	restaurar				Noun	[]	Spanish
Restore	restauro				Noun	[]	Spanish
Restore	restituir				Noun	[]	Spanish
Restored	wiederhergestellt				Verb	[]	German
Restrain	克制	kè zhì			Noun	[]	Chinese
Restrain	约束	yuēshù			Noun	[]	Chinese
Restrain	freiner				Noun	[]	French
Restraint	遠慮		えんりょ		Noun	[]	Japanese
Restrict	制约	zhìyuē			Noun	[]	Chinese
Restrict	约束	yuē shù			Noun	[]	Chinese
Restricted	limité				Adjective	[]	French
Restricted	restreint				Adjective	[]	French
Restriction	die Einschränkung				Noun	[]	German
Restriction	Einschränkung				Noun	[]	German
Restriction	がら		がら		Noun	[]	Japanese
Restriction	restricción				Noun	[]	Spanish
Restrictions	die Einschränkung				Noun	[]	German
Restrictions	Einschränkung				Noun	[]	German
Restroom	洗手间	xǐ shǒu jiān			Noun	[]	Chinese
Restroom	toilettes				Noun	[]	French
Restroom	Toilette				Noun	[]	German
Restroom	おてあらい		おてあらい		Noun	[]	Japanese
Restroom	お手洗い		おてあらい		Noun	[]	Japanese
Restroom	けしょうしつ		けしょうしつ		Noun	[]	Japanese
Restroom	べんじょ		べんじょ		Noun	[]	Japanese
Restroom	トイレ		トイレ		Noun	[]	Japanese
Restroom	便所		べんじょ		Noun	[]	Japanese
Restroom	化粧室		けしょうしつ		Noun	[]	Japanese
Restroom	туалет			tualet	Noun	[]	Russian
Restroom	туалете			tualete	Noun	[]	Russian
Restroom	уборной			ubornoi	Noun	[]	Russian
Restroom	baño				Noun	[]	Spanish
Restroom	baño público				Noun	[]	Spanish
Restrooms	Toiletten				Noun	[]	German
Restrooms	化粧室		けしょうしつ		Noun	[]	Japanese
Restrooms	туалет			tualet	Noun	[]	Russian
Restructuring	la réforme				Noun	[]	French
Rests	休む		やすむ		Noun	[]	Japanese
Rests	眠る		ねむる		Noun	[]	Japanese
Rests	отдыхает			otdyhaet	Noun	[]	Russian
Result	收获	shōu huò			Noun	[]	Chinese
Result	结晶	jiéjīng			Noun	[]	Chinese
Result	结果	jié guǒ			Noun	[]	Chinese
Result	effet				Noun	[]	French
Result	issu				Noun	[]	French
Result	l'issue				Noun	[]	French
Result	le résultat				Noun	[]	French
Result	ressortent				Noun	[]	French
Result	résultat				Noun	[]	French
Result	soldée				Noun	[]	French
Result	das Ergebnis				Noun	[]	German
Result	die Wirkung				Noun	[]	German
Result	Ergebnis				Noun	[]	German
Result	Resultat				Noun	[]	German
Result	Wirkungen				Noun	[]	German
Result	けっか		けっか		Noun	[]	Japanese
Result	成果		せいか		Noun	[]	Japanese
Result	産物		さんぶつ		Noun	[]	Japanese
Result	結果		けっか		Noun	[]	Japanese
Result	ито́г			itog	Noun	[]	Russian
Result	результа́т			rezulʹtat	Noun	[]	Russian
Result	результат			rezulʹtat	Noun	[]	Russian
Result	consecuencia				Noun	[]	Spanish
Result	producto				Noun	[]	Spanish
Result	resultado				Noun	[]	Spanish
Result From	によります		によります		Noun	[]	Japanese
Result In	つながります		つながります		Noun	[]	Japanese
Result In	もたらす		もたらす		Noun	[]	Japanese
Result In	繋がります		つながります		Noun	[]	Japanese
Result In	producir				Noun	[]	Spanish
Results	成效	chéngxiào			Noun	[]	Chinese
Results	résultat				Noun	[]	French
Results	das Ergebnis				Noun	[]	German
Results	Ergebnis				Noun	[]	German
Results	成績		せいせき		Noun	[]	Japanese
Results	産物		さんぶつ		Noun	[]	Japanese
Results Appear	けっかが出ます		けっかがでます		Noun	[]	Japanese
Results Are Produced	けっかが出ます		けっかがでます		Noun	[]	Japanese
Results Are Released	けっかが出ます		けっかがでます		Noun	[]	Japanese
Results Come Out	けっかが出ます		けっかがでます		Noun	[]	Japanese
Results Will Be Available	けっかが出ます		けっかがでます		Noun	[]	Japanese
Results Will Be Out	けっかが出ます		けっかがでます		Noun	[]	Japanese
Results Will Come Out	けっかが出ます		けっかがでます		Noun	[]	Japanese
Resume	简历	jiǎn lì			Noun	[]	Chinese
Resume	reprendre				Noun	[]	French
Resume	der Lebenslauf				Noun	[]	German
Resume	Lebenslauf				Noun	[]	German
Resume	さいきどうします		さいきどうします		Noun	[]	Japanese
Resume	履歴書		りれきしょ		Noun	[]	Japanese
Resume	continuar				Noun	[]	Spanish
Resume	currículum				Noun	[]	Spanish
Resume	reanudar				Noun	[]	Spanish
Resume	reanudarse				Noun	[]	Spanish
Resume	retomar				Noun	[]	Spanish
Résumé	简历	jiǎn lì			Noun	[]	Chinese
Résumé	Lebenslauf				Noun	[]	German
Résumé	履歴書		りれきしょ		Noun	[]	Japanese
Résumé	резюме			rezjume	Noun	[]	Russian
Résumé	currículum				Noun	[]	Spanish
Resurrection	复活	fùhuó			Noun	[]	Chinese
Retail	Einzelhandel				Noun	[]	German
Retail Sector	Einzelhandel				Noun	[]	German
Retailers	Händler				Noun	[]	German
Retain	保留	bǎoliú			Verb	[]	Chinese
Retain	engager				Noun	[]	French
Retain	garder				Noun	[]	French
Retain	retenir				Noun	[]	French
Retake	重修	zhòng xiū			Noun	[]	Chinese
Retake	reprendre				Noun	[]	French
Retake	recuperarse				Noun	[]	Spanish
Retake An Exam	rattrapage				Noun	[]	French
Retake Exam	补考	bǔ kǎo			Noun	[]	Chinese
Retention	滞留	zhìliú			Noun	[]	Chinese
Retire	退休	tuì xiū			Verb	[]	Chinese
Retire	partir à la retraite				Noun	[]	French
Retire	retirera				Noun	[]	French
Retire	引退する		いんたいする		Noun	[]	Japanese
Retire	辞職します		じしょくします		Noun	[]	Japanese
Retire	退職する		たいしょくする		Noun	[]	Japanese
Retire	уйти на пенсию			uiti na pensiju	Verb	[]	Russian
Retire	уйдешь на пенсию			uidesh' na pensiju	Verb	[]	Russian
Retire	уйти́			ujti	Verb	[]	Russian
Retire	acostarse				Noun	[]	Spanish
Retire	jubilar				Noun	[]	Spanish
Retire	jubilarme				Noun	[]	Spanish
Retire	jubilarnos				Noun	[]	Spanish
Retire	jubilarse				Noun	[]	Spanish
Retire	jubilen				Noun	[]	Spanish
Retire	jubiló				Noun	[]	Spanish
Retire	retirar				Noun	[]	Spanish
Retire	retirarse				Noun	[]	Spanish
Retire	se jubiló				Noun	[]	Spanish
Retired	retraité				Verb	[]	French
Retired	à la retraite				Verb	[]	French
Retired	pensioniert				Verb	[]	German
Retired	引退		いんたい		Verb	[]	Japanese
Retired	引退した		いんたいした		Verb	[]	Japanese
Retired	退		たい		Verb	[]	Japanese
Retired	退職		たいしょく		Verb	[]	Japanese
Retired	退職した		たいしょくした		Verb	[]	Japanese
Retired	退職していて		たいしょくしていて		Verb	[]	Japanese
Retired	退職してた		たいしょくしてた		Verb	[]	Japanese
Retired	退職しました		たいしょくしました		Verb	[]	Japanese
Retired	на пенсии			na pensii	Verb	[]	Russian
Retired	пе́нсия			pensija	Verb	[]	Russian
Retired	jubilado				Verb	[]	Spanish
Retired	jubilarse				Verb	[]	Spanish
Retired	retirar				Verb	[]	Spanish
Retired Person	le retraité				Noun	[]	French
Retiree	Rentner				Noun	[]	German
Retirement	退休	tuì xiū			Noun	[]	Chinese
Retirement	retraite				Noun	[]	French
Retirement	der Ruhestand				Noun	[]	German
Retirement	Pension				Noun	[]	German
Retirement	Ruhestand				Noun	[]	German
Retirement	老後		ろうご		Noun	[]	Japanese
Retirement	退職		たいしょく		Noun	[]	Japanese
Retirement	пенсионный			pensionnyi	Noun	[]	Russian
Retirement	пенсия			pensija	Noun	[]	Russian
Retirement	поко́й			pokoi	Noun	[]	Russian
Retirement	abandono				Noun	[]	Spanish
Retirement	jubilación				Noun	[]	Spanish
