English	Russian	Latin Letters	Part of Speech
The Thing Is That	в том-то и дело	v tom-to i delo	Noun
The Third	третий	tretij	Noun
The Tickets	билеты	bilety	Noun
The Tiger	тигр	tigr	Noun
The Time	время	vremâ	Noun
The Tomato	помидор	pomidor	Noun
The Tortoise	черепаха	čerepaha	Noun
The Tour	экскурсия	ékskursiâ	Noun
The Toy	игрушка	igruška	Noun
The Toy	игрушку	igrušku	Noun
The Train	поезд	poezd	Noun
The Tram	трамвай	tramvaj	Noun
The Tree	дерево	derevo	Noun
The Triangle	треугольник	treugolʹnik	Noun
The Truth	правда	pravda	Noun
The Tv	телевизор	televizor	Noun
The Two	две	dve	Noun
The Ukrainian	украинец	ukrainec	Noun
The Uncle	дядя	dâdâ	Noun
The Universe	вселенная	vselennaâ	Noun
The University	университет	universitet	Noun
The Vegetables	овощи	ovoŝi	Noun
The Very	са́мый	samyj	Noun
The Video	видео	video	Noun
The View	вид	vid	Noun
The View Is	вид	vid	Noun
The Village	деревня	derevnâ	Noun
The Violin	скрипка	skripka	Noun
The Volcano	вулкан	vulkan	Noun
The Volga	волга	volga	Noun
The Wall	стена	stena	Noun
The Water	воду	vodu	Noun
The Way I See It	по моему мнению	po moemu mneniju	Noun
The Weather	погода	pogoda	Noun
The Website	сайт	sajt	Noun
The Week	неделя	nedelâ	Noun
The Weekend	выходные	vyhodnye	Noun
The White	белой	beloj	Noun
The White	белую	beluû	Noun
The White	белый	belyj	Noun
The Whole	весь	vesʹ	Noun
The Whole	все	vse	Noun
The Whole	целый	celyj	Noun
The Width	ширина	širina	Noun
The Wife	жена	žena	Noun
The Wind	ветер	veter	Noun
The Window	окно	okno	Noun
The Window	окном	oknom	Noun
The Windows	окна	okna	Noun
The Winter	зима	zima	Noun
The Witness	свидетель	svidetelʹ	Noun
The Wolf	волк	volk	Noun
The Woman	женщина	ženŝina	Noun
The Woman	женщиной	ženŝinoj	Noun
The Women	женщины	ženŝiny	Noun
The Women's	женский	ženskij	Noun
The Woods	лес	les	Noun
The Word	слово	slovo	Noun
The Words	слова	slova	Noun
The Work	работа	rabota	Noun
The World	мир	mir	Noun
The Writer	писатель	pisatelʹ	Noun
The Yard	двор	dvor	Noun
The Year	год	god	Noun
The Yellow	жёлтая	žëltaâ	Noun
The Young	молодой	molodoj	Noun
The Younger	младшая	mladšaâ	Noun
The Younger	младший	mladšij	Noun
The Youngest	младшая	mladšaâ	Noun
The Youngest	младший	mladšij	Noun
The Zoo	зоопарк	zoopark	Noun
Theater	театр	teatr	Noun
Theater	театре	teatre	Noun
Theater Adj	театра́льный	teatral'nyi	Noun
Theatre	теа́тр	teatr	Noun
Theatre	театре	teatre	Noun
Their	и́хний	ihnii	Noun
Their	их	ih	Noun
Their	них	nih	Noun
Their	своим	svoim	Noun
Their	своих	svoih	Noun
Their	свой	svoj	Noun
Their	свою	svoû	Noun
Theirs	их	ih	Noun
Theirs	свой	svoi	Noun
Theirs	своей	svoei	Noun
Them	его	ego	Noun
Them	её	eë	Noun
Them	им	im	Noun
Them	ими	imi	Noun
Them	их	ih	Noun
Them	ними	nimi	Noun
Them	они	oni	Noun
Them	у них	u nih	Noun
Them	них	nih	Noun
Them	на них	na nih	Noun
Them	с ними	s nimi	Noun
Theme	те́ма	tema	Noun
Theme	тема	tema	Noun
Themselves	себя	sebâ	Noun
Then	ж	zh	Noun
Then	зате́м	zatem	Noun
Then	значит	značit	Noun
Then	потом	potom	Noun
Then	то	to	Noun
Then	тогда	togda	Noun
Then	тогда́	togda	Noun
Theory	тео́рия	teoriâ	Noun
Theory	теорию	teoriju	Noun
Theory	теорий	teorii	Noun
Theory	теория	teorija	Noun
Theory	теориях	teorijah	Noun
Therapist	психолог	psiholog	Noun
Therapist	психотерапевт	psihoterapevt	Noun
Therapist	психотерапевту	psihoterapevtu	Noun
Therapist	терапевт	terapevt	Noun
Therapist	профессионалу	professionalu	Noun
Therapy	терапия	terapija	Noun
There	там	tam	Noun
There	туда	tuda	Noun
There	есть ли	est' li	Noun
There	туда́	tuda	Noun
There Are	есть	estʹ	Noun
There Are	здесь	zdesʹ	Noun
There Are	лежит	ležit	Noun
There Are	там	tam	Noun
There Are	вот	vot	Noun
There Are	держите	derzhite	Noun
There Are	находятся	nahodjatsja	Noun
There Are	бывает	byvaet	Noun
There Are	в	v	Noun
There Are A Lot	много	mnogo	Noun
There Are Always	всегда	vsegda	Noun
There Are Children	дети	deti	Noun
There Are Many	много	mnogo	Noun
There Are No	нет	net	Noun
There Are...here	здесь	zdesʹ	Noun
There Are...in	в	v	Noun
There Are...in	на	na	Noun
There Are...on	в	v	Noun
There Are...on	на	na	Noun
There Can't Be	не может быть	ne mozhet byt'	Noun
There Can't Be	не может существовать	ne mozhet suschestvovat'	Noun
There Can't Be	не допускается	ne dopuskaetsja	Noun
There Can't Be	нельзя	nel'zja	Noun
There Can't Be	не должно быть	ne dolzhno byt'	Noun
There Has Been	был	byl	Noun
There Has Been	была	byla	Noun
There Has Been	было	bylo	Noun
There Has Been	были	byli	Noun
There Has Been	имелось	imelos'	Noun
There Has Been	существовал	suschestvoval	Noun
There Has Been	произошло	proizoshlo	Noun
There Hasn't Been	не было	ne bylo	Noun
There Hasn't Been	не существует	ne suschestvuet	Noun
There Hasn't Been	не имелось	ne imelos'	Noun
There Hasn't Been	не происходило	ne proishodilo	Noun
There Hasn't Been	не случалось	ne sluchalos'	Noun
There Have Been	были	byli	Noun
There Have Been	имелись	imelis'	Noun
There Have Been	существовали	suschestvovali	Noun
There Have Been	происходили	proishodili	Noun
There Have Been	появились	pojavilis'	Noun
There Have Been	наблюдались	nabljudalis'	Noun
There Is	в	v	Verb
There Is	есть	estʹ	Verb
There Is	здесь	zdesʹ	Verb
There Is	лежит	ležit	Verb
There Is	стоит	stoit	Verb
There Is	находится	nahoditsja	Verb
There Is	находятся	nahodjatsja	Verb
There Is	имеется	imeetsja	Verb
There Is A Bed	кровать	krovatʹ	Noun
There Is A Book	книга	kniga	Noun
There Is A Bridge	мост	most	Noun
There Is A Dog	собака	sobaka	Noun
There Is A Game	матч	matč	Noun
There Is A Table	стол	stol	Noun
There Is A Tomcat	кот	kot	Noun
There Is A Window	окно	okno	Noun
There Is An American	американский	amerikanskij	Noun
There Is No	не́ту	netu	Noun
There Is No	нет	net	Noun
There Is No	нету	netu	Noun
There Is No One	некому	nekomu	Noun
There Is No Point In	незачем	nezačem	Noun
There Is No Time	не́когда	nekogda	Noun
There Is Nobody	некому	nekomu	Noun
There Is Not Time	некогда	nekogda	Noun
There Is Nowhere	негде	negde	Noun
There Is...behind	за	za	Noun
There Is...here	здесь	zdesʹ	Noun
There Is...in	в	v	Noun
There Is...on	на	na	Noun
There Is...standing	стоит	stoit	Noun
There Isn't Anyone	некого	nekogo	Noun
There May Have Been	возможно	vozmozhno	Noun
There May Have Been	было	bylo	Noun
There May Have Been	могло быть	moglo byt'	Noun
There May Have Been	могло иметься	moglo imet'sja	Noun
There May Have Been	мог быть	mog byt'	Noun
There May Have Been	могло оказаться	moglo okazat'sja	Noun
There May Not Be	может не быть	mozhet ne byt'	Noun
There May Not Be	возможно нет	vozmozhno net	Noun
There May Not Be	может отсутствовать	mozhet otsutstvovat'	Noun
There May Not Be	может не оказаться	mozhet ne okazat'sja	Noun
There Might Be	возможно есть	vozmozhno est'	Noun
There Might Not Be	может не быть	mozhet ne byt'	Noun
There Might Not Be	возможно нет	vozmozhno net	Noun
There Might Not Be	может отсутствовать	mozhet otsutstvovat'	Noun
There Might Not Be	может не оказаться	mozhet ne okazat'sja	Noun
There Should Not Be	не должно быть	ne dolzhno byt'	Noun
There Should Not Be	не следует быть	ne sleduet byt'	Noun
There Shouldn't Be	не должно быть	ne dolzhno byt'	Noun
There Shouldn't Be	не следует быть	ne sleduet byt'	Noun
There Shouldn't Be	не должно быть никаких	ne dolzhno byt' nikakih	Noun
There Was	был	byl	Noun
There Was	была	byla	Noun
There Was	было	bylo	Noun
There Was	стоял	stoâl	Noun
There Wasn't	не было	ne bylo	Noun
There Wasn't	не существовало	ne suschestvovalo	Noun
There Wasn't	не произошло	ne proizoshlo	Noun
There Were	были	byli	Noun
There Were	было	bylo	Noun
There Weren't	не было	ne bylo	Noun
There Weren't	не было ни одного	ne bylo ni odnogo	Noun
There Weren't	не хватало	ne hvatalo	Noun
There Weren't	не было достаточно	ne bylo dostatochno	Noun
There Will Be	будет	budet	Noun
There Will Be	будут	budut	Noun
There's	есть	estʹ	Noun
There's	находится	nahoditsâ	Noun
There's	там	tam	Noun
There's	-	-	Noun
There's	будет	budet	Noun
There's	вот	vot	Noun
There's	держи	derzhi	Noun
There's	держите	derzhite	Noun
There's	проходит	prohodit	Noun
There's A Duck	утка	utka	Noun
There's A Mouse	мышь	myšʹ	Noun
There's Been	был	byl	Noun
There's Been	была	byla	Noun
There's Been	было	bylo	Noun
There's Been	были	byli	Noun
There's Been	имелось	imelos'	Noun
There's Been	произошло	proizoshlo	Noun
There's Been	случилось	sluchilos'	Noun
There's Been	наблюдалось	nabljudalos'	Noun
There's Been	происходило	proishodilo	Noun
There's Going To Be	будет	budet	Noun
There's Lots Of	много	mnogo	Noun
There's No Way	ни за что	ni za chto	Noun
There's Nothing	нечего	nečego	Noun
There's Nowhere	некуда	nekuda	Noun
Therefore	сле́довательно	sledovatel'no	Adverb
Thermometer	термометру	termometru	Noun
Thermometer	термометр	termometr	Noun
Thermometer	градусник	gradusnik	Noun
These	эти	éti	Noun
These	этим	étim	Noun
These	это	éto	Noun
These	этой	étoj	Noun
These	эту	étu	Noun
These Are	это	éto	Noun
These Days	в эти дни	v eti dni	Noun
These Days	в наши дни	v nashi dni	Noun
These Days	в последнее время	v poslednee vremja	Noun
These Ones	эти	éti	Noun
These Ones	те	te	Noun
Thesis	диссертация	dissertatsija	Noun
They	её	eë	Noun
They	им	im	Noun
They	их	ih	Noun
They	они	oni	Noun
They	у них	u nih	Noun
They	она	ona	Noun
They	они́	oni	Noun
They All	все они	vse oni	Noun
They Are	им	im	Noun
They Are	они	oni	Noun
They Don't Have Them	нет	net	Noun
They Say	говорить	govorit'	Adverb
They Say	говорят	govorjat	Adverb
They Say	скажут	skazhut	Adverb
They Say	утверждают	utverzhdajut	Adverb
They Say	сообщают	soobschajut	Adverb
They Say	рассказывают	rasskazyvajut	Adverb
They Say	мол	mol	Adverb
They Say	слы́шно	slyshno	Adverb
They'd	они бы	oni by	Noun
They'd	они бы сделали	oni by sdelali	Noun
They'd	они бы были	oni by byli	Noun
They'd	они сообщили бы	oni soobschili by	Noun
They'll	им	im	Noun
They'll	они	oni	Noun
They're	им	im	Noun
They're	они	oni	Noun
They're	она	ona	Noun
They've	они	oni	Noun
They've	они есть	oni est'	Noun
They've	у них есть	u nih est'	Noun
Thick	густо́й	gustoi	Noun
Thick	то́лстый	tolstyj	Noun
Thick	толстый	tolstyj	Noun
Thick	толстые	tolstye	Noun
Thick	толстую	tolstuju	Noun
Thicket	за́росль	zarosl'	Noun
Thicket Of Bushes	куста́рник	kustarnik	Noun
Thickly	гу́сто	gusto	Adverb
Thief	вор	vor	Noun
Thieves	воры	vory	Noun
Thigh	бедро́	bedro	Noun
Thin	то́ненький	tonen'kii	Noun
Thin	то́нкий	tonkii	Noun
Thin	худо́й	hudoj	Noun
Thin	худой	hudoj	Noun
Thing	вещами	veschami	Noun
Thing	штука	shtuka	Noun
Thing	теннисных	tennisnyh	Noun
Thing	вещью	vesch'ju	Noun
Thing	предмета	predmeta	Noun
Thing	вещь	vesch'	Noun
Thing	штучки	shtuchki	Noun
Thing	штук	shtuk	Noun
Thing	вещам	vescham	Noun
Thing	штуку	shtuku	Noun
Thing	де́ло	delo	Noun
Thing	шту́ка	shtuka	Noun
Thing That	вещь	vesch'	Noun
Thing That	предмет	predmet	Noun
Thing That	штука	shtuka	Noun
Thing That	то	to	Noun
Thing That	что	chto	Noun
Things	вещи	veschi	Noun
Things	вещей	veschei	Noun
Things	вещах	veschah	Noun
Things To Do	дел	del	Noun
Things To Do	дела	dela	Noun
Think	думает	dumaet	Verb
Think	думаете	dumaete	Verb
Think	думаешь	dumaešʹ	Verb
Think	думай	dumaj	Verb
Think	думал	dumal	Verb
Think	думать	dumatʹ	Verb
Think	думаю	dumaû	Verb
Think	по-моему	po-moemu	Verb
Think	рассужда́ть	rassuzhdat'	Verb
Think It Over	обдумать	obdumat'	Noun
Think It Over	подумать	podumat'	Noun
Think It Over	взвесить	vzvesit'	Noun
Think It Over	обдумывать	obdumyvat'	Noun
Think It Over	раздумывать	razdumyvat'	Noun
Think Of	думаю о	dumaju o	Noun
Think Of	придумаю	pridumaju	Noun
Think Of	думаете о	dumaete o	Noun
Think Of	думаешь о	dumaesh' o	Noun
Think Of	придумать	pridumat'	Noun
Think Through	продумывать	produmyvat'	Noun
Think Through	обдумывать	obdumyvat'	Noun
Think Through	тщательно обдумывать	tschatel'no obdumyvat'	Noun
Think Through	взвешивать	vzveshivat'	Noun
Think Through	размышлять	razmyshljat'	Noun
Thinking	думает	dumaet	Verb
Thinking	думаете	dumaete	Verb
Thinking	думаешь	dumaešʹ	Verb
Thinking	думал	dumal	Verb
Thinking	думала	dumala	Verb
Thinking	думать	dumatʹ	Verb
Thinking	думаю	dumaû	Verb
Thinking	думая	dumaâ	Verb
Thinking Of	думать о	dumat' o	Noun
Thinking Of	размышлять о	razmyshljat' o	Noun
Thinking Of	вспоминать о	vspominat' o	Noun
Thinking Of	иметь в виду	imet' v vidu	Noun
Thinking Of	задумываться о	zadumyvat'sja o	Noun
Thinking Of	подумывать о	podumyvat' o	Noun
Thinks	думает	dumaet	Noun
Thinner	худее	hudee	Noun
Thinner	тоньше	ton'she	Noun
Third	в-третьих	v-tretʹih	Noun
Third	тре́тий	tretij	Noun
Third	третий	tretij	Noun
Third	треть	tretʹ	Noun
Third Course	тре́тий	tretij	Noun
Third Stomach	кни́жка	knizhka	Noun
Thirdly	в-третьих	v-tretʹih	Adverb
Thirst	жа́жда	zhazhda	Noun
Thirsty	жаждущий	zhazhduschii	Noun
Thirteen	тринадцать	trinadcatʹ	Noun
Thirteenth	тринадцатый	trinadtsatyi	Noun
Thirty	три́дцать	tridcatʹ	Verb
Thirty	тридцать	tridcatʹ	Verb
Thirty-First	тридцать первый	tridtsat' pervyi	Noun
Thirty-First	тридцать первое	tridtsat' pervoe	Noun
