English	German	Part of Speech
Shop	Geschäft	Noun
Shop	Geschäftsreise	Noun
Shop	Laden	Noun
Shop	Shoppst	Noun
Shop	Werkstatt	Noun
Shop's	Geschäft	Noun
Shopped	eingekauft	Verb
Shopping	einkaufen	Verb
Shopping	Einkaufen	Verb
Shopping	Einkäufe	Verb
Shopping	shoppen	Verb
Shopping Bag	die Einkaufstasche	Noun
Shopping Bag	Einkaufstasche	Noun
Shopping Cart	Einkaufswagen	Noun
Shopping List	der Einkaufszettel	Noun
Shopping List	Einkaufsliste	Noun
Shopping List	Einkaufszettel	Noun
Shopping Mall	Einkaufszentrum	Noun
Shopping Street	die Einkaufsstraße	Noun
Shopping Street	Einkaufsstraße	Noun
Shops	der Einkauf	Noun
Shops	Einkauf	Noun
Shore	das Ufer	Noun
Shore	Küste	Noun
Shore	Küsten	Noun
Shore	Strand	Noun
Shore	Strandes	Noun
Shore	Stützbalken	Noun
Shore	Stütze	Noun
Shore	Ufer	Noun
Shore	Ufers	Noun
Shores	das Ufer	Noun
Shores	Ufer	Noun
Short	der Kurzfilm	Noun
Short	Kurzfilm	Noun
Short Story	die Kurzgeschichte	Noun
Short Story	Kurzgeschichte	Noun
Short Video	Clip	Noun
Shortened	abkürzen	Verb
Shortened	kürzen	Verb
Shortened	verkürzen	Verb
Shortly	eher	Adverb
Shortly	gleich	Adverb
Shortly	in kürze	Adverb
Shortly	kurz	Adverb
Shortness	der Mangel	Noun
Shortness	Mangel	Noun
Shortness Of Breath	Atemnot	Noun
Shorts	der Kurzfilm	Noun
Shorts	Kurzfilm	Noun
Shot	Abschuss	Noun
Shot	Aufnahme	Noun
Shot	der Schlag	Noun
Shot	der Schluck	Noun
Shot	die Einstellung	Noun
Shot	drehen	Verb
Shot	Einstellung	Noun
Shot	Geschoss	Noun
Shot	herausgezogen	Verb
Shot	Jagd	Noun
Shot	Kugel	Noun
Shot	Munition	Noun
Shot	Schlag	Noun
Shot	Schluck	Noun
Shot	Schrot	Noun
Shot	Schuss	Noun
Shot	Schütze	Noun
Shot	Spritze	Noun
Shot	Start	Noun
Shot	Trieb	Noun
Should	der Wille	Noun
Should	Wille	Noun
Shoulder	Schulter	Noun
Shoulder	Schulterpartie	Noun
Shoulder	Seitenstreifen	Noun
Shoulder's	Schulter	Noun
Shout	Call	Noun
Shout	der Schrei	Noun
Shout	die Runde	Noun
Shout	Runde	Noun
Shout	Schrei	Noun
Shout	Schreist	Noun
Shouted	gerufen	Verb
Shouted	geschrien	Verb
Shouting	geschrien	Verb
Shovel	Schaufel	Noun
Show	Aufführung	Noun
Show	Aufführungen	Noun
Show	Auftritte	Noun
Show	Auftritten	Noun
Show	Beweis	Noun
Show	Beweisen	Noun
Show	der Beweis	Noun
Show	die Vorstellung	Noun
Show	Dramas	Noun
Show	Fernsehshow	Noun
Show	Schauspiel	Noun
Show	Sendung	Noun
Show	Spektakel	Noun
Show	Vorstellung	Noun
Show	Zaubervorstellung	Noun
Show	Zeigen	Noun
Show Business	Unterhaltungsbranche	Noun
Show You Around	Sie herumführen	Noun
Show's	Beginn	Noun
Show's	Programm	Noun
Show's	Start	Noun
Show's	Veranstaltung	Noun
Show/am Showing	Beweis	Noun
Showcase	die Präsentation	Noun
Showcase	Präsentation	Noun
Showed	aufdecken	Verb
Showed	ausstellen	Verb
Showed	beweisen	Verb
Showed	gezeigt	Verb
Showed	Schauspiel	Verb
Showed	zeigte	Verb
Showed	zeigten	Verb
Shower	Dusch	Noun
Shower	Dusche	Noun
Shower	Duscht	Noun
Shower	Schauers	Noun
Shower	Showers	Noun
Shower Gel	Duschgel	Noun
Showers	Schauer	Noun
Showing	Vorstellungskraft	Verb
Showing	zeigen	Verb
Shrimp	Garnelen	Noun
Shrinking	abnehmend	Verb
Shrinking	schrumpfen	Verb
Shrivel	vertrocknen	Verb
Shrub	Busch	Noun
Shrub	Strauch	Noun
Shrubs	Busch	Noun
Shrubs	Strauch	Noun
Shut	das Schloss	Noun
Shut	geschlossen	Verb
Shut	Schließe	Noun
Shut	schließen	Verb
Shut	Schließen	Noun
Shut	sperren	Verb
Shut Down	abschalten	Verb
Shut Down	dichtmachen	Verb
Shut Down	einstellen	Verb
Shut Down	herunterfahren	Verb
Shut Down	schließen	Verb
Shut Down	stilllegen	Verb
Shut Down	zumachen	Verb
Shutting	schließen	Verb
Shuttle	Flughafen-Shuttle	Noun
Shuttle	Transfer	Noun
Shy	die Scheu	Noun
Siblings	die Geschwister	Noun
Siblings	Geschwister	Noun
Siblings	Geschwistern	Noun
Sich Gut Mit	der Umfrage	Noun
Sick Day	Krankentag	Noun
Sick Day	Krankheitstag	Noun
Sickness	die Krankheit	Noun
Sickness	Krankheit	Noun
Side	Beilagen	Noun
Side	die Seite	Noun
Side	Seite	Noun
Side	Seitlich	Noun
Side Dish	Beilage	Noun
Side Effect	Begleiterscheinung	Noun
Side Effect	die Nebenwirkung	Noun
Side Effect	Nebenwirkung	Noun
Side Effect	Sekundäreffekt	Noun
Side Job	der Nebenjob	Noun
Side Job	Nebenjob	Noun
Side Mirror	Seitenspiegel	Noun
Side Table	Tischchen	Noun
Sideboard	Büfett	Noun
Sided	einseitig	Verb
Sidewalk	Bürgersteig	Noun
Sidewalk	der Gehweg	Noun
Sidewalk	Gehweg	Noun
Sidewalk Café	Straßencafé	Noun
Sieht Hinweg	hinwegsehen	Verb
Sieve	Sieb	Noun
Sight	die Sicht	Noun
Sight	Sehenswürdigkeit	Noun
Sight	Sehvermögen	Noun
Sight	Sicht	Noun
Sign	das Symptom	Noun
Sign	das Zeichen	Noun
Sign	Kennzeichen	Noun
Sign	Schild	Noun
Sign	Symptom	Noun
Sign	Wegweiser	Noun
Sign	Zeichen	Noun
Sign On	das Muster	Noun
Sign On	Muster	Noun
Sign Up	Anmeldung	Noun
Signal	das Signal	Noun
Signal	das Zeichen	Noun
Signal	Zeichen	Noun
Signals	das Zeichen	Noun
Signals	Zeichen	Noun
Signature	Signatur	Noun
Signature	Unterschrift	Noun
Signature	Unterschriften	Noun
Signed	unterschrieben	Verb
Signet	das Siegel	Noun
Signet	Siegel	Noun
Significant Life Event	Lebensereignis	Noun
Significant Other	Lebenspartner	Noun
Signpost	Schild	Noun
Signpost	Wegweiser	Noun
Signposts	Wegweiser	Noun
Signs	das Zeichen	Noun
Signs	Zeichen	Noun
Silence	die Ruhe	Noun
Silence	die Stille	Noun
Silence	Ruhe	Noun
Silence	Schweigen	Noun
Silence	Schweigsamkeit	Noun
Silence	Stille	Noun
Silence	Verschwiegenheit	Noun
Silently	still	Adverb
Silk	Seide	Noun
Silly	albern	Adverb
Silly	alberne	Adverb
Silly	albernem	Adverb
Silly	albernen	Adverb
Silly	alberner	Adverb
Silly	albernes	Adverb
Silly	Albernes	Adverb
Silly	dumme	Adverb
Silly	Dummes	Adverb
Silly	kindisch	Adverb
Silly	kindischen	Adverb
Silly	lächerlicher	Adverb
Silly	törichten	Adverb
Silly	unsinnige	Adverb
Silver	das Silber	Noun
Silver	Silber	Noun
Silverware	Besteck	Noun
Silverware	das Besteck	Noun
Sim Card	Simkarte	Noun
Similarity	Gemeinsamkeit	Noun
Similarly	ähnlich	Adverb
Simplified	erleichtern	Verb
Simplified	erleichtert	Verb
Simply	aufzugeben	Adverb
Simply	einfach	Adverb
Simply	leicht	Adverb
Simultaneously	zugleich	Adverb
Since	Dem	Noun
Since Then	Mittlerweile	Noun
Sincerely	aufrichtig	Adverb
Sincerely	herzlich	Adverb
Sincerely	mit freundlichen Grüßen	Adverb
Sincerity	die Ehrlichkeit	Noun
Sincerity	Ehrlichkeit	Noun
Sing	der Schlag	Noun
Sing	Schlag	Noun
Sing	Singt	Noun
Singer	Sänger	Noun
Singer's	Sänger	Noun
Singers	Sänger	Noun
Singing	der Gesang	Noun
Singing	Gesang	Noun
Singing	Singen	Noun
Single	Einzel	Noun
Single	Einzeln	Noun
Single	Einzelnen	Noun
Single	Einzigen	Noun
Single	Einziger	Noun
Single Caregiver	Alleinerziehender	Noun
Single Father	Alleinerziehende	Noun
Single Father	Alleinerziehender	Noun
Single Father	die Alleinerziehende	Noun
Single Mother	Alleinerziehende	Noun
Single Mother	Alleinerziehender	Noun
Single Mother	die Alleinerziehende	Noun
Single Parent	Alleinerziehende	Noun
Single Parent	Alleinerziehender	Noun
Single Parent	die Alleinerziehende	Noun
Single Room	das Einzelzimmer	Noun
Single Room	Einzelzimmer	Noun
Single-Colored	einfarbig	Verb
Sink	Spülbecken	Noun
Sink	Spüle	Noun
Sink	Waschbecken	Noun
Sinks	Spüle	Noun
Sinks	Waschbecken	Noun
Siren	Sirene	Noun
Sister	Schwester	Noun
Sister	Schwestern	Noun
Sister-In-Law	Schwägerin	Noun
Sit Down	Setzen	Noun
Site	Baustelle	Noun
Site	der Einsatzort	Noun
Site	der Standort	Noun
Site	die Baustelle	Noun
Site	Einsatzort	Noun
Site	Grundstück	Noun
Site	Grundstücken	Noun
Site	Grundstücks	Noun
Site	Ort	Noun
Site	Platz	Noun
Site	Plätzen	Noun
Site	Schauplätze	Noun
Site	Spot	Noun
Site	Standort	Noun
Site	Standorten	Noun
Site	Standorts	Noun
Site	Stellplatz	Noun
Site	Stätten	Noun
Site	Webseiten	Noun
Site	Website	Noun
Sites	der Standort	Noun
Sites	Plätze	Noun
Sites	Standort	Noun
Sitting	die Sitzung	Noun
Sitting	Sitzung	Noun
Situation	die Lage	Noun
Situation	die Lebenslage	Noun
Situation	Lebenslage	Noun
Situation	Situationen	Noun
Situation	Umstände	Noun
Situation	Umständen	Noun
Situation's	Situation	Noun
Situation's	Umstand	Noun
Six	Sechs	Noun
Size	das Maß	Noun
Size	die Stärke	Noun
Size	Format	Noun
Size	Größe	Noun
Size	Höhe	Noun
Size	Stärke	Noun
Sizes	die Stärke	Noun
Sizes	Größen	Noun
Sizes	Stärke	Noun
Skate	Rollschuh	Noun
Skate	Schlittschuh	Noun
Skateboard	das Skateboard	Noun
Skateboarding	Skateboarden	Verb
Skateboarding	Skateboardfahren	Verb
Skateboarding	Skaten	Verb
Skatepark	Skatepark	Noun
Skeleton	Skeletons	Noun
Skeleton	Skelett	Noun
Skeleton	Skeletten	Noun
Skeptically	kritisch	Adverb
Skeptically	skeptisch	Adverb
Skewed	schief	Verb
Ski	der Lauf	Noun
Ski	Lauf	Noun
Ski Cabin	Skihütte	Noun
Ski Hut	Skihütte	Noun
Ski Lift	Skilift	Noun
Ski Lodge	Skihütte	Noun
Skiing	das Skifahren	Verb
Skiing	Skifahren	Verb
Skiing	skifahren	Verb
Skill	die Fähigkeit	Noun
Skill	Fähigkeit	Noun
Skill	Kunstwerk	Noun
Skill	Qualifikation	Noun
Skilled	gekonnt	Verb
Skillet	Pfanne	Noun
Skills	die Kenntnisse	Noun
Skills	Kenntnisse	Noun
Skin	die Schale	Noun
Skin	Haut	Noun
Skin	Schale	Noun
Skip	auslassen	Verb
Skip	ausließen	Verb
Skip	auslässt	Verb
Skip	miss	Verb
Skip	schwänze	Verb
Skip	Springen	Verb
Skip	Verpassen	Verb
Skip	Versäumen	Verb
Skip	überspringen	Verb
Skipper	Kapitän	Noun
Skipping	schwänzen	Verb
Skirt	Rock	Noun
Skirts	Röcke	Noun
Skis	Ski	Noun
Sky	der Himmel	Noun
Sky	Himmel	Noun
Skydiving	Fallschirmspringen	Verb
Skyscraper	Hochhaus	Noun
Skyscraper	Wolkenkratzer	Noun
Skyscrapers	Wolkenkratzer	Noun
Slant	Hang	Noun
Slanted	schief	Verb
Slanting	schief	Verb
Slap/am Slapping	Schlag	Noun
Slated	vorgeschlagen	Verb
Sledding	Schlittenfahren	Verb
Sleekness	Glätte	Noun
Sleep	Schlaf	Noun
Sleep	Schlafen	Noun
Sleep	Schläfst	Noun
Sleep In	ausgeschlafen	Verb
Sleep In	ausschlafe	Verb
Sleep In	ausschlafen	Verb
Sleeping	schlafe	Verb
Sleeping	schlafen	Verb
Sleeping	Schlafen	Verb
Sleeping	schlaft	Verb
Sleeping	schläfst	Verb
Sleeping	schläft	Verb
Sleeping	verschlafen	Verb
Sleeping Bag	Schlafsack	Noun
Sleepover	Pyjamaparty	Noun
Sleepover	Übernachtungsparty	Noun
Sleeps	Schlafen	Noun
Sleepsuit	Strampler	Noun
Sleepy	müde	Verb
Sleepy	Müde	Verb
Sleepy	müder	Verb
Sleepy	schlafmützig	Verb
Sleepy	schläfrig	Verb
Sleepy	schwerfällig	Verb
Sleepy	verschlafen	Verb
Sleepy	verschlafene	Verb
Sleepy	verschlafenes	Verb
Sleeve	Mäntel	Noun
Sleeve	Schlauch	Noun
Sleeves	Mäntel	Noun
Sleeves	Ärmel	Noun
Slept	geschlafen	Verb
Slept	schlief	Verb
Slept	schliefe	Verb
Slept	schliefen	Verb
Slept	verschlafen	Verb
Slept In	ausgeschlafen	Verb
Slice	Anteil	Verb
Slice	aufteilen	Verb
Slice	der Anteil	Noun
Slice	Scheibe	Verb
Slice	Stück	Verb
Slick Conditions	Glätte	Noun
Slickness	Glätte	Noun
Slide	Folie	Noun
Slide	Rutsche	Noun
Slightly	ein bisschen	Adverb
Slightly	entfernt	Adverb
Slightly	flüchtig	Adverb
Slightly	leicht	Adverb
Slightly	leichter	Adverb
Slightly	oberflächlich	Adverb
Slip	Lose	Noun
Slip	Scheine	Noun
Slip Of Paper	Notizzettel	Noun
Slip Of Paper	Zettel	Noun
Slip Of The Tongue	der Versprecher	Noun
Slipperiness	Glätte	Noun
Slippery Conditions	Glätte	Noun
Slips	Zettel	Noun
Slobber	Speichel	Noun
Slogan	der Spruch	Noun
Slogan	Spruch	Noun
Slope	Hang	Noun
Slope	Rampe	Noun
Sloth	Faultier	Noun
Slowed	gesunken	Verb
Slowed	sanken	Verb
Slowed	verlangsamt	Verb
Slowed	verlangsamten	Verb
Slowly	langsam	Adverb
Slug	Schnecke	Noun
Slump	Rezession	Noun
Smack	der Schlag	Noun
Smack	Schlag	Noun
Small	der	Adjective
Small	die Kleine	Adjective
Small	klein	Adjective
Small	Klein	Adjective
Small	kleine	Adjective
Small	kleinen	Adjective
Small	kleiner	Adjective
Small	kleines	Adjective
Small	Kleines	Adjective
Small	kompakten	Adjective
Small	Little	Adjective
Small	Niedrige	Adjective
Small	schmal	Adjective
Small	überschaubar	Adjective
Small	überschaubare	Adjective
Small Bird	Vögelchen	Noun
Small Business Owner	Kleinunternehmer	Noun
Small Desk	Tischchen	Noun
Small Dog	Hündchen	Noun
Small Entrepreneur	Kleinunternehmer	Noun
Small Group	Arbeitsgruppe	Noun
Small Pieces Of Furniture	die Kleinmöbel	Adjective
Small Table	Tischchen	Noun
Small Town	Dorf	Noun
Small Trader	Kleinunternehmer	Noun
Small-Scale Entrepreneur	Kleinunternehmer	Noun
Smart	Intelligentes	Noun
Smart	Kluge	Noun
Smart	Klugen	Noun
Smart	Schickes	Noun
Smart	Schmerzt	Noun
Smarter	Intelligentere	Noun
Smartphone	Smartphone	Noun
Smartwatch	Smartwatch	Noun
Smell	der Duft	Noun
Smell	der Geruch	Noun
Smell	Duft	Noun
Smell	Duftet	Noun
Smell	Geruch	Noun
Smell	Geruchs	Noun
Smell	Gestank	Noun
Smell	Rieche	Noun
Smell	Riechst	Noun
Smell	Riecht	Noun
Smell	Witterung	Noun
Smell Of Alcohol On Somebody's Breath	Fahne	Noun
Smelled	gerochen	Verb
Smelly	muffig	Adverb
Smelly	stinken	Adverb
Smelly	stinkend	Adverb
Smelly	stinkendem	Adverb
Smelly	stinkig	Adverb
Smile	das Lächeln	Noun
Smile	Lächeln	Noun
Smith's	Büro	Noun
Smog	Smog	Noun
Smoke	das Rauchen	Noun
Smoke	Rauch	Noun
Smoke Alarm	Brandmelder	Noun
Smoke Alarm	Feuermelder	Noun
Smoke Alarm	Rauchmelder	Noun
Smoking	das Rauchen	Noun
Smooth	aufzugeben	Verb
Smooth	ausräumen	Verb
Smooth	ausstreichen	Verb
Smooth	beilegen	Verb
Smooth	bereinigen	Verb
Smooth	bereinigt	Verb
Smooth	besänftigen	Verb
Smooth	besänftigt	Verb
Smooth	eben	Verb
Smooth	flüssig	Verb
Smooth	geschickt	Verb
Smooth	geschliffen	Verb
Smooth	geschmeidig	Verb
Smooth	glatt	Verb
Smooth	glattzüngig	Verb
Smooth	glätten	Verb
Smooth	glättet	Verb
Smooth	mild	Verb
Smooth	nahtlos	Verb
Smooth	reibungslos	Verb
Smooth	ruhig	Verb
Smooth	räumt aus	Verb
Smooth	schick	Verb
Smooth	schlichten	Verb
Smooth	schlichtet	Verb
Smooth	sich glätten	Verb
Smooth	souverän	Verb
Smooth	vertreiben	Verb
Smooth	vertreibt	Verb
Smooth	weich	Verb
Smoothie	der Smoothie	Noun
Smoothies	der Smoothie	Noun
Smoothies	Smoothie	Noun
Smoothly	nahtlos	Adverb
Smoothness	Glätte	Noun
Sms	die SMS	Noun
Snack	Appetithäppchen	Noun
Snack	Cracker	Noun
Snack	der Snack	Noun
Snack	die Kleinigkeit	Noun
Snack	Häppchen	Noun
Snack	Imbiss	Noun
Snack	Kleinigkeit	Noun
Snack	Knabbereien	Noun
Snack	Leckereien	Noun
Snack	Partysnack	Noun
Snack	Snacks	Noun
Snack Bar	Büfett	Noun
Snail	Schnecke	Noun
Snake	Schlange	Noun
Sneakers	Sneaker	Noun
Sneeze	Niesen	Noun
Snore	Schnarchst	Noun
Snore	Schnarcht	Noun
Snored	geschnarcht	Verb
Snoring	schnarchen	Verb
Snow	Schnee	Noun
Snow Chain	Schneekette	Noun
Snow Day	Schneetag	Noun
Snow Tire Chain	Schneekette	Noun
Snowboard	das Snowboard	Noun
Snowboarding	snowboarden	Verb
Snowboarding	Snowboarden	Verb
Snowboarding	Snowboardfahren	Verb
Snowed	geschneit	Verb
Snowfall	Schneefall	Noun
Snowing	schneit	Verb
Snowman	Schneemann	Noun
So	Tja	Noun
So-Called	sogenannte	Verb
Soap	Handseife	Noun
Soap	Seife	Noun
Soap	Seifenoper	Noun
Soap Opera	Seifenoper	Noun
Sobriety Test	Alkoholtest	Noun
Soccer	Fußball	Noun
Soccer Game	Fußballspiel	Noun
Soccer Player	Fußballspieler	Noun
Soccer Player	Fußballspielerin	Noun
Soccer Practice	Fußballtraining	Noun
Social Circle	Bekanntenkreis	Noun
Social Distinction	Abstand	Noun
Social Distinction	der Abstand	Noun
Social Service Worker	Sozialarbeiter	Noun
Social Welfare Worker	Sozialarbeiter	Noun
Social Worker	Sozialarbeiter	Noun
Society	Bund	Noun
Society	die Gesellschaft	Noun
Society	Gesellschaft	Noun
Society	Verein	Noun
Sock	Socke	Noun
Sock	Socken	Noun
Socks	Socken	Noun
Socks	Strümpfe	Noun
Soda	das Erfrischungsgetränk	Noun
Soda	Erfrischungsgetränk	Noun
Soda	Limo	Noun
Sofa	Sofa	Noun
Soft	die Weiche	Noun
Soft	Leise	Noun
Soft Toy	Kuscheltier	Noun
Software	die Software	Noun
Software Developer	Informatiker	Noun
Soil	Boden	Noun
Soil	der Boden	Noun
Soil	die Erde	Noun
Soil	Erde	Noun
Soil	Erdgeschoss	Noun
Soil	Schmutz	Noun
Solar	Sonnen-	Noun
Solar Array	Solaranlage	Noun
Solar Eclipse	die Sonnenfinsternis	Noun
Solar Eclipse	Sonnenfinsternis	Noun
Solar Flare Storm	Sonnensturm	Noun
Solar Installation	Solaranlage	Noun
Solar Plant	Solaranlage	Noun
Solar Power System	Solaranlage	Noun
Solar Storm	Sonnensturm	Noun
Solar System	Solaranlage	Noun
Solar System	Sonnensystem	Noun
Soldier	der Soldat	Noun
Soldier	Soldat	Noun
Soldier	Soldaten	Noun
Soldier	Soldatin	Noun
Soldiers	der Soldat	Noun
Soldiers	Soldat	Noun
Sole Parent	Alleinerziehende	Noun
Sole Parent	Alleinerziehender	Noun
Sole Parent	die Alleinerziehende	Noun
Solely	allein	Adverb
Solely	bloß	Adverb
Solely	einzig	Adverb
Solitude	die Einsamkeit	Noun
Solitude	Einsamkeit	Noun
Solo	Solo	Noun
Solution	Lösung	Noun
Solution	Lösungen	Noun
Solution	Rate	Noun
Solution Method	Lösungsweg	Noun
Solution Path	Lösungsweg	Noun
Solution To A Problem	die Problemlösung	Noun
Solution To A Problem	Problemlösung	Noun
Solutions	Rate	Noun
Solve	Löst	Noun
Solved	gelöst	Verb
Some	ein paar	Quantifier
Some	einige	Quantifier
Some	einigen	Quantifier
Some	etliche	Quantifier
Some	etwa	Quantifier
Some	etwas	Quantifier
Some	gewisse	Quantifier
Some	gewisses	Quantifier
Some	irgendein	Quantifier
Some	Irgendein	Quantifier
Some	Irgendeine	Quantifier
Some	Irgendwelche	Quantifier
Some	irgendwelchen	Quantifier
Some	irgendwelches	Quantifier
Some	manche	Quantifier
Some	was	Quantifier
Some	welcher	Quantifier
Some Guy	ein Typ	Noun
Some Type Of	eine Art von	Noun
Somebody	Wen	Noun
Someone	Irgendjemand	Noun
Someone	Jemanden	Noun
Someone	Jemandes	Noun
Someone	One	Noun
Someone	Wen	Noun
Something	etwas	Verb
Something	irgendetwas	Verb
Something	was	Verb
Son	Sohn	Noun
Son	Sohnes	Noun
Son	Sohns	Noun
Son's	Sohn	Noun
Son's	Sohnes	Noun
Son-In-Law	Schwiegersohn	Noun
Song	Hit	Noun
Song	Lied	Noun
Songs	Lieder	Noun
Songs	Song	Noun
Songwriter	Liedermacher	Noun
Songwriter	Liedermacherin	Noun
Songwriter	Songwriterin	Noun
Sons	Söhne	Noun
Soon	Demnächst	Noun
Soon	Gleich	Noun
Soothes	beruhigen	Verb
Soothes	erleichtern	Verb
Soothes	trösten	Verb
Sophisticated	anspruchsvoll	Verb
Sophisticated	schick	Verb
Sore Throat	Halsschmerzen	Noun
Soreness	Muskelkater	Noun
Sorry	die Verzeihung	Verb
Sorry	entschuldigung	Verb
Sorry	Hoppla	Verb
Sorry	leid	Verb
Sorry	Verzeihung	Verb
Sorry About That	Entschuldigung dafür	Noun
Sorry For	Entschuldigung für	Noun
Sort	Art	Noun
Sort	die Art	Noun
Sort	die Sorte	Noun
Sort	Letter	Noun
Sort	Ordne	Noun
Sort	Sorte	Noun
Sort	Sortiere	Noun
Sort	sortieren	Verb
Sort	Trennst	Noun
Sort	Typs	Noun
Sort Of	gewissermaßen	Verb
Sort Of	irgendwie	Verb
Sort Of	quasi	Verb
Sort Of	sozusagen	Verb
Sorting	sortieren	Verb
Sought	angestrebt	Verb
Sought	anstreben	Verb
Sought	aufgesucht	Verb
Sought	aufsuchen	Verb
Sought	gesucht	Verb
Sought	sich bemühen um	Verb
Sought	suchen	Verb
Sought	suchte	Verb
Sought	versuchen	Verb
Sought	versucht	Verb
Sought	versuchte	Verb
Soul	Soul	Noun
Soulmate	Traumpartner	Noun
Sound	das Geräusch	Noun
Sound	der Klang	Noun
Sound	der Ton	Noun
Sound	Geräusch	Noun
Sound	Klang	Noun
Sound	Ton	Noun
Sound Of Water Rushing	das Wasserrauschen	Noun
Soundly	feste	Adverb
Soundtrack	Filmmusik	Noun
Soundtrack	Musikstücke	Noun
Soundtracks	Filmmusik	Noun
Soup	Brühe	Noun
Soup	Suppe	Noun
Soups	Suppen	Noun
Sour	Saures	Noun
Sour Roast	Sauerbraten	Noun
Source	die Quelle	Noun
Source	Quelle	Noun
Source Of Energy	die Energiequelle	Noun
Source Of Energy	Energiequelle	Noun
Sources	die Quelle	Noun
Sources	Quelle	Noun
South	Süden	Noun
South Africa	Südafrika	Noun
South America	Südamerika	Noun
Souvenir	Andenken	Noun
Souvenir	Andenkenladen	Noun
Souvenir	Andenkenläden	Noun
Souvenir	das Andenken	Noun
Souvenir	das Mitbringsel	Noun
Souvenir	die Erinnerung	Noun
Souvenir	Erinnerung	Noun
Souvenir	Erinnerungen	Noun
Souvenir	Mitbringsel	Noun
Souvenir Shop	Souvenirladen	Noun
Souvenir Store	Souvenirladen	Noun
Sovereignty	Unabhängigkeit	Noun
Soviet	Rate	Noun
Spa	das Spa	Noun
Spa	Heilbad	Noun
Spa	Wellnessbereich	Noun
Spa	Whirlpool	Noun
Spa Area	Wellnessbereich	Noun
Spa Section	Wellnessbereich	Noun
Spa's	das Spa	Noun
Spa's	Spa	Noun
Space	der Weltraum	Noun
Space	Platz	Noun
Space	Weltraum	Noun
Space Heater	Heizgerät	Noun
Space Platform	Raumstation	Noun
Space Rocket	die Rakete	Noun
Space Rocket	Rakete	Noun
Space Ship	Raumschiff	Noun
Space Station	Raumstation	Noun
Spacecraft	Raumschiff	Noun
Spaceship	Raumschiff	Noun
Spade	Schaufel	Noun
Spaghetti	Spaghetti	Noun
Spain	Spanien	Noun
Spam	Spam	Noun
Span	Spanne	Noun
Spanish	Spanisch	Noun
Spare	das Extra	Noun
Spare	Ereifen	Noun
Spare	Ersatzteil	Noun
Spare	Extra	Noun
Spare Time	Freizeit	Noun
Sparkling Apple Juice	Apfelschorle	Noun
Sparkling Water	Sprudelwasser	Noun
Spasm	Krampf	Noun
Spatula	Pfannenwender	Noun
Speak	anfing	Verb
Speak	Besprich	Verb
Speak	die Rede	Verb
Speak	ergriff	Verb
Speak	gesprochen	Verb
Speak	rede	Verb
Speak	reden	Verb
Speak	Redest	Verb
Speak	redest	Verb
Speak	Redet	Verb
Speak	redet	Verb
Speak	sagen	Verb
Speak	sagst	Verb
Speak	sagt	Verb
Speak	Sagten	Verb
Speak	spreche	Verb
Speak	sprechen	Verb
Speak	sprecht	Verb
Speak	sprich	Verb
Speak	sprichst	Verb
Speak	spricht	Verb
Speak	spräche	Verb
Speak	sprächen	Verb
Speak/am Speaking	Redewendung	Noun
Speaker	Lautsprecher	Noun
Speaker	Redners	Noun
Speaker	Vortragende	Noun
Speaker's	Lautsprecher	Noun
Speaker's	Redner	Noun
Speaker's	Sprecher	Noun
Speakers	Lautsprecher	Noun
Speakers	Redner	Noun
Speakers	Sprecher	Noun
Speaking	die Rede	Noun
Speaking	Rede	Noun
Special	Besonderes	Noun
Special	Tagesgericht	Noun
Special Offer	Sonderangebot	Noun
Special Report	Eilmeldung	Noun
Specialist	Fachkraft	Noun
Speciality	Spezialität	Noun
Specialized	speziell	Verb
Specially	speziell	Adverb
Specialty	Spezialität	Noun
Species	Art	Noun
Species	die Art	Noun
Species	die Spezies	Noun
Species	Spezies	Noun
Species Conservation	Artenschutz	Noun
Species Die-Off	Artensterben	Noun
Species Extinction	Artensterben	Noun
Species Protection	Artenschutz	Noun
Specify	festlegen	Verb
Specimen	das Kleidungsstück	Noun
Specimen	Kleidungsstück	Noun
Spectator	Zuschauer	Noun
Spectators	Zuschauer	Noun
Speech	das Referat	Noun
Speech	die Rede	Noun
Speech	Red	Noun
Speech	Rede	Noun
Speech	Sprache	Noun
Speech	Sprechen	Noun
Speech	Sprechweise	Noun
Speech	Vorträge	Noun
Speed	Geschwindigkeit	Verb
Speed Limit	Tempolimit	Noun
Speed Up	beschleunigen	Verb
Speed Up	erhöhen	Verb
Speed Up	vorantreiben	Verb
Spelled	geschrieben	Verb
Spelling	die Rechtschreibung	Noun
Spelling	Rechtschreibung	Noun
Spend	Spendest	Noun
Spend	Verbrauch	Noun
Spend	Verbringe	Noun
Spend	Verbringen	Noun
Spend	Verbringst	Noun
Spend	Verschwende	Noun
Spend/am Spending	Verbrauch	Noun
Spending	verbringen	Verb
Sperm	Samen	Noun
Sphere	das Gebiet	Noun
Sphere	Gebiet	Noun
Sphere	Sektor	Noun
Spice	Gewürz	Noun
Spice	Gewürze Gewürz-	Noun
Spice	Gewürzen	Noun
Spice	Würze	Noun
Spices	Gewürze	Noun
Spiciness	Schärfe	Noun
Spiciness	Würze	Noun
Spicy	Scharfes	Noun
Spider	die Spinne	Noun
Spider	Spinne	Noun
Spider's	die Spinne	Noun
Spider's	Spinne	Noun
Spiders	Spinnen	Noun
Spikes	Stifte	Noun
