English	Spanish	Part of Speech
Terrible	malísimo	Noun
Terrible	terribles	Noun
Terribly	fatal	Adverb
Terrified	aterrado	Verb
Terrified	aterrorizado	Verb
Terrifying	aterrador	Verb
Terrorism	terrorismo	Noun
Terrorist	terrorista	Noun
Terrorists	terrorista	Noun
Test	analiza	Noun
Test	analizaron	Noun
Test	analizaré	Noun
Test	analizas	Noun
Test	analizaste	Noun
Test	análisis	Noun
Test	apretado	Noun
Test	borracho	Noun
Test	comprobar	Noun
Test	comprobaron	Noun
Test	estrecho	Noun
Test	estricto	Noun
Test	evaluar	Noun
Test	evaluaremos	Noun
Test	evaluará	Noun
Test	evaluarán	Noun
Test	evalúas	Noun
Test	examen	Noun
Test	probaron	Noun
Test	prueba	Noun
Test	tenso	Noun
Tests	pruebas	Noun
Text	envían mensajes de texto	Noun
Text	mensaje	Noun
Text	tema	Noun
Text	textearle	Noun
Text	texto	Noun
Text Message	texto	Noun
Text Messages	los mensajes de texto	Noun
Than	cuando	Noun
Than	des	Noun
Than	que	Noun
Thank	agradecemos	Noun
Thank	agradecer	Noun
Thank	agradecerles	Noun
Thank	agradeció	Noun
Thank	agradezcas	Noun
Thank	agradezco	Noun
Thank	gracias	Noun
Thank Her	agradecerle	Noun
Thank Him	agradecerle	Noun
Thank You	Está todo perfecto	Verb
Thank You	gracias	Verb
Thankfully	afortunadamente	Adverb
Thanks	agradezco	Noun
Thanks	gracias	Noun
Thanks So Much	muchísimas gracias	Noun
Thanksgiving	día de acción de gracias	Verb
Thanksgiving Day	día de acción de gracias	Noun
That	aquel	Demonstrative Pronoun
That	aquella	Demonstrative Pronoun
That	aquello	Demonstrative Pronoun
That	esa	Demonstrative Pronoun
That	ese	Demonstrative Pronoun
That	eso	Demonstrative Pronoun
That	por	Demonstrative Pronoun
That	que	Demonstrative Pronoun
That	tan	Demonstrative Pronoun
That Easily	así de fácil	Adverb
That Way	así	Noun
That Would Be	eso estaría	Noun
That Would Be	eso sería	Noun
That Would Be	eso sería agradable	Noun
That Would Be	eso sería fantástico	Noun
That Would Be	eso sería genial	Noun
That Would Be	eso sería ideal	Noun
That Would Be	eso sería increíble	Noun
That Would Be	eso sería maravilloso	Noun
That Would Be	eso sería útil	Noun
That'd	estar	Noun
That'd	poder	Noun
That'd	ser	Noun
That'll	estará	Noun
That'll Be	eso estará	Noun
That'll Be	eso será	Noun
That's	eso está	Noun
That's	está	Noun
That's	que esté	Noun
That's Fine	eso está bien	Noun
That's It	nada más	Noun
That's Right	así es	Noun
Thaw	descongelar	Noun
The	las	Noun
The	los	Noun
The	los años	Noun
The Altar	el altar	Noun
The Amount Of Income Subject To Tax After Certain Reductions	la base imponible	Noun
The Annual Period During Which Taxpayers Must File Their Tax Returns	la campaña de la renta	Noun
The Assailant	el agresor	Noun
The Assailant	la agresora	Noun
The Attic	el desván	Noun
The Barber	el barbero	Noun
The Barbershop	la barbería	Noun
The Bargain	la ganga	Noun
The Base	la parte de abajo	Noun
The Beauty Salon	el salón de belleza	Noun
The Best Thing Would Be	lo mejor sería	Noun
The Better	mejor	Noun
The Big City	la gran ciudad	Noun
The Bill	La cuenta	Noun
The Blue One	el azul	Noun
The Bottom	la parte de abajo	Noun
The Bottom Part	la parte de abajo	Noun
The Burglar	el ladrón	Noun
The Burglar	la ladrona	Noun
The Cable	el cable	Noun
The Cadaver	el cadáver	Noun
The Camera	la cámara	Noun
The Candle	la vela	Noun
The Case That	el caso de que	Noun
The Case That	el hecho de que	Noun
The Case That	la circunstancia de que	Noun
The Case That	la situación en que	Noun
The Catholicism	el catolicismo	Noun
The Cats	los gatos	Noun
The Ceiling	el techo	Noun
The Cemetery	el cementerio	Noun
The Changing Rooms	los probadores	Noun
The Check	la cuenta	Noun
The Chills	escalofríos	Noun
The Client	el cliente	Noun
The Client	la clienta	Noun
The Cloud	la nube	Noun
The Coach	el entrenador	Noun
The Connection	la conexión	Noun
The Corner	La esquina	Noun
The Corpses	los muertos	Noun
The Corridor	el pasillo	Noun
The Credit Card	la tarjeta de crédito	Noun
The Curtain Falls	se baja el telón	Noun
The Curtain Rises	se levanta el telón	Noun
The Cypress	el ciprés	Noun
The Daily Routine	el día a día	Noun
The Dashboard	el escritorio	Noun
The Date On Which The Tax Liability Arises	la fecha de devengo	Noun
The Day After Tomorrow	pasado mañana	Adjective
The Day Before	el día anterior	Noun
The Day Before Yesterday	anteayer	Verb
The Death	la muerte	Noun
The Deceased	el difunto	Noun
The Department Stores	los grandes almacenes	Noun
The Dining Room	el comedor	Noun
The Discount	el descuento	Noun
The Doctor	el doctor	Noun
The Doctor	el médico	Noun
The Doctor	la doctora	Noun
The Doctor	la médica	Noun
The English Language	el inglés	Noun
The Environment	el ambiente	Noun
The Environment	el entorno	Noun
The Environment	el medio ambiente	Noun
The Feeds	las noticias	Noun
The First Half	el primer tiempo	Noun
The Fiscal Year For Which The Tax Is Being Reported	el periodo impositivo	Noun
The Float	el paso	Noun
The Flowers	las flores	Noun
The Fruits	las frutas	Noun
The Garage	el garaje	Noun
The Garden	el jardín	Noun
The Gears	las marchas	Noun
The Grave	la tumba	Noun
The Greatest Of All Time	el mejor de todos los tiempos	Noun
The Groom's Best Man	el padrino del novio	Noun
The Guestroom	el cuarto de invitados	Noun
The Hairdresser's	la peluquería	Noun
The Hebrews	los hebreos	Noun
The Hell	el infierno	Noun
The Idea Was That	la idea consistía en que	Noun
The Idea Was That	la idea era que	Noun
The Idea Was That	la idea fue que	Noun
The Identical Twin	el gemelo	Noun
The Identical Twin	la gemela	Noun
The Image Is Frozen	la imagen se congela	Noun
The Inspector	el comisario	Noun
The Internet	el internet	Noun
The Internet	la Internet	Noun
The Internet	la red	Noun
The Issue Is	el asunto es	Noun
The Issue Is	el problema es	Noun
The Issue Is	el tema es	Noun
The Issue Is	la cuestión es	Noun
The Item	el artículo	Noun
The Judge	el juez	Noun
The Judge	la jueza	Noun
The Kitchen	la cocina	Noun
The Legislative Assembly	corte	Adverb
The Living Room	el salón	Noun
The Lower Part	la parte de abajo	Noun
The Lower Section	la parte de abajo	Noun
The Maccabees	los macabeos	Noun
The Majority Of	la mayoría de	Noun
The Mayor	el alcalde	Noun
The Mayor	la alcaldesa	Noun
The Milky Way	la Vía Láctea	Noun
The More	cuanto más	Noun
The More	cuantos	Noun
The More	cuantos más	Noun
The More	mientras más	Noun
The More	más	Noun
The Most	el más	Noun
The Most	la más	Noun
The Most	las más	Noun
The Most	lo más	Noun
The Most	los más	Noun
The Most Famous Ones	los más conocidos	Noun
The Most Famous Ones	los más célebres	Noun
The Most Famous Ones	los más destacados	Noun
The Most Famous Ones	los más famosos	Noun
The Most Famous Ones	los más renombrados	Noun
The Most Fun	lo más divertido	Noun
The Most Important Thing	lo más importante	Noun
The Offer	la oferta	Noun
The Offering	la ofrenda	Noun
The Office	el despacho	Noun
The One	el que	Noun
The One	el que está	Noun
The One	la que	Noun
The One	la que está	Noun
The One Of	el de	Noun
The One That	el que	Noun
The One Who	el que	Noun
The One Whose	el que cuyo	Noun
The One Whose	la que cuya	Noun
The One Whose	las que cuyas	Noun
The One Whose	los que cuyos	Noun
The Ones Who	los que	Noun
The Only Thing Is	lo único es que	Noun
The Other Day	El otro día	Noun
The Other Day	el otro día	Noun
The Paradise	el paraíso	Noun
The Parasol	la sombrilla	Noun
The Password	la contraseña	Noun
The Playroom	el cuarto de juegos	Noun
The Point Is	el asunto es	Noun
The Point Is	el hecho es	Noun
The Point Is	el punto es	Noun
The Point Is	la cuestión es	Noun
The Point Is	la idea es	Noun
The Point Is That	el caso es que	Noun
The Point Is That	el punto es que	Noun
The Point Is That	la cuestión es que	Noun
The Police Station	la comisaría	Noun
The Previous	anterior	Noun
The Previous	pasado	Noun
The Previous	previa	Noun
The Previous	previo	Noun
The Problem Is	el asunto es	Noun
The Problem Is	el dilema es	Noun
The Problem Is	el inconveniente es	Noun
The Problem Is	el problema es	Noun
The Problem Is	el problema está en	Noun
The Problem Is	la cuestión es	Noun
The Pros And Cons	los pros y los contras	Noun
The Purgatory	el purgatorio	Noun
The Queue	la cola	Noun
The Reason That	la razón por la cual/la razón por la que	Noun
The Reason That	la razón por la que	Noun
The Reception Venue	el lugar de la recepción	Noun
The Red One	el rojo	Noun
The Refund	la devolución	Noun
The Rest	el resto	Noun
The Rest	los demás	Noun
The Right Time	el momento adecuado	Noun
The Roof	el techo	Noun
The Roof	el tejado	Noun
The Saint's Bones	los huesos de santo	Noun
The Sales	las rebajas	Noun
The Sales Assistant	el dependiente	Noun
The Sales Assistant	el vendedor	Noun
The Sales Assistant	la dependienta	Noun
The Sales Assistant	la vendedora	Noun
The Same	el mismo	Noun
The Same	iguales	Noun
The Same	la misma	Noun
The Scythe	la guadaña	Noun
The Sea	el mar	Noun
The Second Half	el segundo tiempo	Noun
The Sepulcher	el sepulcro	Noun
The Shore	la orilla	Noun
The Shot	el disparo	Noun
The Skeleton	el esqueleto	Noun
The Skull	la calavera	Noun
The Smiths	la familia Smith	Noun
The Smiths	los Smith	Noun
The Soul	el alma	Noun
The Soul In Purgatory	el ánima	Noun
The Star Of David	la estrella de David	Noun
The Subscribers	los subscriptores	Noun
The Tax Payer	la contribuyente	Noun
The Team	el equipo	Noun
The Temperature Is High	Las temperaturas son altas	Noun
The Temperature Is Low	Las temperaturas son bajas	Noun
The Temperature Is Moderate	Las temperaturas son moderadas	Noun
The Terrace	la terraza	Noun
The Testimony	el testimonio	Noun
The Theft	el robo	Noun
The Thing Is	El caso es	Noun
The Thing Is That	El caso es que	Noun
The Thing Is That	la cosa es que	Noun
The Three Wise Men	los tres Reyes Magos	Noun
The Tiles	las tejas	Noun
The Till	la caja	Noun
The Tournament	el torneo	Noun
The Trial	el juicio	Noun
The Trouble With	el problema de	Noun
The Twin	el mellizo	Noun
The Twin	la melliza	Noun
The Underside	la parte de abajo	Noun
The User	el usuario	Noun
The Wall	el muro	Noun
The Way	como	Noun
The Witness	el testigo	Noun
The Witness	la testigo	Noun
The Worst One	el peor	Noun
The Yellow One	la amarilla	Noun
Theater	cine	Noun
Theater	teatro	Noun
Theatre	el teatro	Noun
Theatre Production	la obra de teatro	Noun
Theft	robo	Noun
Their	las	Noun
Their	los	Noun
Their	sus	Noun
Their Plural	sus	Noun
Theirs	sus	Noun
Theirs	suya	Noun
Theirs	suyas	Noun
Theirs	suyo	Noun
Theirs	suyos	Noun
Them	ellas	Noun
Them	ellos	Noun
Them	las	Noun
Them	les	Noun
Them	los	Noun
Theme	el tema	Noun
Theme	tema	Noun
Theme	temática	Noun
Theme	temático	Noun
Theme	trabajo	Noun
Then	además	Adjective
Then	ahora	Adjective
Then	ahí	Adjective
Then	después	Adjective
Then	en aquella época	Adjective
Then	entonces	Adjective
Then	luego	Adjective
Then	pues	Adjective
Theoretical	teórico	Noun
Theory	teoría	Noun
Theory	tesis	Noun
Therapist	psicóloga	Noun
Therapist	psicólogo	Noun
Therapist	terapeuta	Noun
Therapy	terapia	Noun
There	ahí	Noun
There	allá	Noun
There	allí	Noun
There	hasta allá	Noun
There	presente	Noun
There Are	hay	Noun
There Are	haya	Noun
There Are	hayan	Noun
There Are Clear Skies	Está despejado	Adjective
There Had Been	había habido	Adjective
There Is	hay	Noun
There Is	haya	Noun
There Is A Rainbow	Hay un arcoíris	Noun
There Is Lightning	Hay relámpagos	Adjective
There May Have Been	podría haber habido	Noun
There May Have Been	podría ser que haya habido	Noun
There May Have Been	podría ser que hubiera	Noun
There Might Be	podría haber	Noun
There Might Not Be	podría no existir	Noun
There Might Not Be	podría no haber	Noun
There Should	debería	Noun
There Should Not Be	no debería existir	Noun
There Should Not Be	no debería haber	Noun
There Should Not Be	no tendría que haber	Noun
There Shouldn't Be	no debería haber	Noun
There Shouldn't Be	no tendría que haber	Noun
There Used To Be	había	Noun
There Was	había	Noun
There Was	habías	Noun
There Was	hubiera	Noun
There Was	hubo	Noun
There Was	quedaba	Noun
There Were	había	Noun
There Were	habían	Noun
There Were	habías	Noun
There Were	hubiera	Noun
There Were	hubo	Noun
There Were	éramos	Noun
There Will Be	habrá	Noun
There Will Be	habrás	Noun
There Will Have Been	habrá habido	Adjective
There Would Be	habría	Adjective
There Would Have Been	habría habido	Adjective
There's	allí está	Noun
There's	hay	Noun
There's	haya	Noun
There's	hubiera	Noun
There's	tengo	Noun
There's	tiene	Noun
There's	tienes	Noun
Therefore	así que	Adjective
Therefore	luego	Adjective
Thermometer	termómetro	Noun
These	estas	Noun
These	estos	Noun
These Days	actualmente	Noun
These Ones	estos	Noun
Theses	tesis	Noun
Thesis	tesina	Noun
Thesis	tesis	Noun
They	ellas	Noun
They	ellos	Noun
They	fueron	Noun
They	han	Noun
They	hicieron	Noun
They	les	Noun
They	quieren	Noun
They	ven	Noun
They Are Prepared	están listas	Noun
They Are Ready	están listas	Noun
They Are Ready To Go	están listas	Noun
They Are Set	están listas	Noun
They Had	tenían	Noun
They Say	decir	Noun
They Say	dicen	Noun
They Were	era	Noun
They Were	estuvieron	Noun
They'd	conocer	Noun
They'd	estar	Noun
They'd	haber	Noun
They'd	habían	Noun
They'd	ser	Noun
They'd	viajar	Noun
They'll	ellas	Noun
They'll	ellos	Noun
They're	ellas están	Noun
They're	ellos están	Noun
They're	estar	Noun
They're	ser	Noun
They're	valer	Noun
They're Going	van	Noun
They're Making	hacen	Noun
They're Talking	hablen	Noun
They've	dejar	Noun
They've	haber	Noun
They've	han	Noun
They've	hayan	Noun
They've Got	tienen	Noun
They've Lived	viven	Noun
They've Worked	trabajan	Noun
They’re	estar	Noun
They’re	ser	Noun
They’re	venir	Noun
They’ve	han	Noun
Thick	ancho	Noun
Thick	espeso	Noun
Thick	gruesa	Noun
Thick	gruesas	Noun
Thick	grueso	Noun
Thick	gruesos	Noun
Thief	ladrón	Noun
Thieves	ladrón	Noun
Thin	aclara	Noun
Thin	aclaran	Noun
Thin	aclarar	Noun
Thin	aclaras	Noun
Thin	aclaro	Noun
Thin	adelgazar	Noun
Thin	chirle	Noun
Thin	claro	Noun
Thin	delgado	Noun
Thin	diluir	Noun
Thin	diluirse	Noun
Thin	diluye	Noun
Thin	diluyen	Noun
Thin	diluyes	Noun
Thin	diluyo	Noun
Thin	disminuir	Noun
Thin	disminuye	Noun
Thin	disminuyen	Noun
Thin	disminuyes	Noun
Thin	disminuyo	Noun
Thin	débil	Noun
Thin	entresaca	Noun
Thin	entresacan	Noun
Thin	entresacar	Noun
Thin	entresacas	Noun
Thin	entresaco	Noun
Thin	escaso	Noun
Thin	fino	Noun
Thin	flaco	Noun
Thin	magro	Noun
Thin	mermar	Noun
Thin	pobre	Noun
Thin	ralo	Noun
Thin	rebaja	Noun
Thin	rebajan	Noun
Thin	rebajar	Noun
Thin	rebajas	Noun
Thin	rebajo	Noun
Thing	cosa	Verb
Thingamabob	herramienta	Noun
Thingamajig	coso	Noun
Things	cosas	Noun
Thingy	cosa	Noun
Think	calculo	Noun
Think	crean	Noun
Think	creas	Noun
Think	cree	Noun
Think	creemos	Noun
Think	creen	Noun
Think	creer	Noun
Think	crees	Noun
Think	creo	Noun
Think	creéis	Noun
Think	creí	Noun
Think	creías	Noun
Think	decirnos	Noun
Think	estimas	Noun
Think	estimó	Noun
Think	inventar	Noun
Think	opina	Noun
Think	opinamos	Noun
Think	opinan	Noun
Think	opinar	Noun
Think	opinas	Noun
Think	opino	Noun
Think	pareció	Noun
Think	pensamos	Noun
Think	pensando	Noun
Think	pensar	Noun
Think	pensaran	Noun
Think	pensaron	Noun
Think	pensáramos	Noun
Think	piensa	Noun
Think	piensan	Noun
Think	piensas	Noun
Think	piense	Noun
Think	piensen	Noun
Think	pienses	Noun
Think	pienso	Noun
Think	reflexiona	Noun
Think	reflexionaba	Noun
Think	reflexionamos	Noun
Think About	pensar	Noun
Think About	pienses	Noun
Think It Over	pensarlo	Noun
Think So	creo que sí	Noun
Think So	pienso que sí	Noun
Think Up	imaginar	Noun
Thinking	diciendo	Verb
Thinking	pensamiento	Verb
Thinking	pensando	Verb
Thinking	pensar	Verb
Thinking About It Again	pensándolo bien	Noun
Thinking Of	considerar	Noun
Thinking Of	recordar	Noun
Thinks	piensa	Noun
Thinks	piense	Noun
Thinner	más delgada	Noun
Thinner	más delgado	Noun
Third	tercer	Noun
Third	tercera	Noun
Third	tercero	Noun
Third	terceros	Noun
Third	tercio	Noun
Thirst	sed	Noun
Thirsty	sed	Noun
Thirsty	sedienta	Noun
Thirsty	sedientas	Noun
Thirsty	sediento	Noun
Thirsty	sedientos	Noun
Thirteen	trece	Noun
Thirteenth	décima tercera	Adjective
Thirteenth	décimo tercero	Adjective
Thirtieth	trigésima	Adjective
Thirtieth	trigésimo	Adjective
Thirty	media	Noun
Thirty	treinta	Noun
Thirty-First	trigésima primera	Adjective
Thirty-First	trigésimo primero	Adjective
Thirty-Second	trigésima segunda	Adjective
Thirty-Second	trigésimo segundo	Adjective
This	esta	Noun
This	este	Noun
This	esto	Noun
This	presente	Noun
This	tan	Noun
This One	este	Noun
This Way	así	Noun
Those	aquellas	Noun
Those	aquellos	Noun
Those	esas	Noun
Those	esos	Noun
Those	los	Noun
Those	los de	Noun
Those	los que	Noun
Those Ones	aquel	Noun
Those Ones	aquella	Noun
Those Ones	aquellas	Noun
Those Ones	aquellos	Noun
Those Ones	esa	Noun
Those Ones	esas	Noun
Those Ones	ese	Noun
Those Ones	esos	Noun
Those Ones	las	Noun
Those Ones	los	Noun
Those Present	presente	Noun
Those Who	los que	Noun
Though	aunque	Noun
Thought	creer	Noun
Thought	creerías	Noun
Thought	creyó	Noun
Thought	creí	Noun
Thought	creía	Noun
Thought	creías	Noun
Thought	creímos	Noun
Thought	idea	Noun
Thought	inventar	Noun
Thought	opinabas	Noun
Thought	parecía	Noun
Thought	pensaba	Noun
Thought	pensaban	Noun
Thought	pensabas	Noun
Thought	pensado	Noun
Thought	pensamiento	Noun
Thought	pensamos	Noun
Thought	pensaron	Noun
Thought	pensaste	Noun
Thought	pensé	Noun
Thought	pensé que	Noun
Thought	pensó	Noun
Thought	supuse	Noun
Thought Of	mirada	Noun
Thoughtful	atento	Noun
Thoughtful	considerado	Noun
Thoughtfulness	solicitud	Noun
Thoughts	creer	Noun
Thoughts	inventar	Noun
Thoughts	pensamiento	Noun
Thoughts	recordar	Noun
Thousand	mil	Noun
Thousands	mil	Noun
Thousands	miles	Noun
Thrash	merienda	Noun
Thrashes	merienda	Noun
Threat	amenaza	Noun
Threaten	amenace	Noun
Threaten	amenaza	Noun
Threaten	amenazan	Noun
Threaten	amenazar	Noun
Threaten	amenazara	Noun
Threaten	amenazará	Noun
Threaten	amenazará + inf	Noun
Threaten	amenazará a alguien con algo	Noun
Threaten	amenazará con	Noun
Threaten	amenazará con + inf	Noun
Threaten	amenazarán	Noun
Threaten	amenazarán + inf	Noun
Threaten	amenazarán a alguien con algo	Noun
Threaten	amenazarán con	Noun
Threaten	amenazarán con + inf	Noun
Three	tres	Noun
Three Hundred	trescientos	Noun
Three King's Cake	un roscón de reyes	Numeral
Threw	echaban	Noun
Threw	echaron	Noun
Threw	eché	Noun
Threw	hicieras	Noun
Threw	lancé	Noun
Threw	lanzamos	Noun
Threw	lanzaron	Noun
Threw	lanzó	Noun
Threw	tiraron	Noun
Threw	tiré	Noun
Threw	tiró	Noun
Thrifty	económico	Noun
Thriller	película de suspenso	Noun
Thriller	una película de suspense	Noun
Thriller	una película de suspenso	Noun
Throat	cuello	Noun
Throat	garganta	Noun
Throat	la garganta	Noun
Throat's	garganta	Noun
Throats	garganta	Noun
Through	a través	Noun
Through	a través de	Noun
Through	a través del	Noun
Through	directo	Noun
Through	entre	Noun
Through	por	Noun
Through	vía	Noun
Throw	chal	Noun
Throw	darán	Noun
Throw	despedir	Noun
Throw	desperdiciar	Noun
Throw	echan	Noun
Throw	echar	Noun
Throw	echándole	Noun
Throw	expulsar	Noun
Throw	hacer	Noun
Throw	haría	Noun
Throw	harías	Noun
Throw	haz	Noun
Throw	lancen	Noun
Throw	lancé	Noun
Throw	lanzan	Noun
Throw	lanzar	Noun
Throw	lanzarle	Noun
Throw	lanzarme	Noun
Throw	lanzaré	Noun
Throw	lanzaste	Noun
Throw	lanzó	Noun
Throw	pierdo	Noun
Throw	plantar	Noun
Throw	presentar	Noun
Throw	producir	Noun
Throw	rechazar	Noun
Throw	tira	Noun
Throw	tiraban	Noun
Throw	tirar	Noun
Throw	tirarla	Noun
Throw	tires	Noun
Throw	tiro	Noun
Throw	torneo	Noun
Throw	tírame	Noun
Throw	tírela	Noun
Throw	vomitar	Noun
Throw Away	tirar	Noun
Throw Away	tires	Noun
Throw In	el saque de banda	Noun
Throw It To Him	tírasela	Noun
Throw It To Me	tírame	Noun
Throw Oneself	tirar	Noun
Throw Out	despedir	Noun
Throw Out	echan	Noun
Throw Out	echar	Noun
Throw Out	expulsar	Noun
Throw Out	rechazar	Noun
Throw Out	sacar	Noun
Throw Out	tirar	Noun
Throw Up	vomitar	Noun
Thrower	el lanzador	Noun
Throwing	hacer	Verb
Throwing	tirar	Verb
Throwing Away	tirar	Noun
Thrown	alzar	Noun
Thrown	arrojado	Noun
Thrown	arrojar	Noun
Thrown	botar	Noun
Thrown	chal	Noun
Thrown	confundir	Noun
Thrown	correr	Noun
Thrown	cubrecama	Noun
Thrown	dado	Noun
Thrown	dar	Noun
Thrown	dejar	Noun
Thrown	derribado	Noun
Thrown	derribar	Noun
Thrown	derribo	Noun
Thrown	desaprovechar	Noun
Thrown	desbaratar	Noun
Thrown	desconcertado	Noun
Thrown	desconcertar	Noun
Thrown	desmontado	Noun
Thrown	desmontar	Noun
Thrown	despedir	Noun
Thrown	desperdiciar	Noun
Thrown	despilfarrar	Noun
Thrown	despistar	Noun
Thrown	devolver	Noun
Thrown	echado	Noun
Thrown	echar	Noun
Thrown	echar atrás	Noun
Thrown	echar hacia atrás	Noun
Thrown	expulsar	Noun
Thrown	hacer	Noun
Thrown	hecho	Noun
Thrown	lance	Noun
Thrown	lanzado	Noun
Thrown	lanzamiento	Noun
Thrown	lanzar	Noun
Thrown	levantar	Noun
Thrown	malgastar	Noun
Thrown	parido	Noun
Thrown	parir	Noun
Thrown	perder	Noun
Thrown	perdido	Noun
Thrown	plantar	Noun
Thrown	ponerse	Noun
Thrown	presentar	Noun
Thrown	producir	Noun
Thrown	proponer	Noun
Thrown	proyectado	Noun
Thrown	proyectar	Noun
Thrown	quitarse	Noun
Thrown	rechazar	Noun
Thrown	sacar	Noun
Thrown	tirada	Noun
Thrown	tirado	Noun
Thrown	tirar	Noun
Thrown	tiro	Noun
Thrown	torneado	Noun
Thrown	tornear	Noun
Thrown	vomitar	Noun
Thumb	pulgar	Noun
Thunder	trueno	Noun
Thundering	tronar	Verb
Thunderstorm	tormenta	Noun
Thunderstorm	tormenta eléctrica	Noun
Thursday	el jueves	Noun
Thursday	jueves	Noun
Thursdays	jueves	Noun
Tick	marca	Noun
Ticket	acción	Noun
Ticket	billete	Noun
Ticket	boleta	Noun
Ticket	boletas	Noun
Ticket	boleto	Noun
Ticket	comprobante	Noun
Ticket	el billete	Noun
Ticket	el boleto	Noun
Ticket	entrada	Noun
Ticket	la entrada	Noun
Ticket	multa	Noun
Ticket	multaron	Noun
Ticket	pasaje	Noun
Tickets	boletos	Noun
Ticks	marca	Noun
Ticktacktoe	gatos	Noun
Tidy	ordenado	Noun
Tidy Up	ordenar	Noun
Tidying	ordenado	Verb
Tidying	ordenar	Verb
Tie	atar	Noun
Tie	atarse	Noun
Tie	atará	Noun
Tie	atas	Noun
Tie	corbata	Noun
Tie	empatan	Noun
Tie	empatar	Noun
Tie	empate	Noun
Tie	átate	Noun
Ties	amarras	Noun
Ties	corbatas	Noun
Tiger	tigre	Noun
Tight	ajustadas	Noun
Tight	ajustado	Noun
Tight	angostos	Noun
Tight	apretada	Noun
Tight	apretadas	Noun
Tight	apretado	Noun
Tight	apretados	Noun
Tight	borracho	Noun
Tight	cerrado	Noun
Tight	ceñido	Noun
Tight	difícil	Noun
Tight	duro	Noun
Tight	estrecha	Noun
Tight	estrecho	Noun
Tight	estricto	Noun
Tight	fast	Noun
Tight	fuerte	Noun
Tight	hermético	Noun
Tight	mallas	Noun
Tight	reñida	Noun
Tight	reñidas	Noun
Tight	reñido	Noun
