English	Chinese	Pinyin	Part of Speech
Visiting	游览	yóulǎn	Verb
Visiting	看望	kànwàng	Verb
Visiting	要看望	yào kàn wàng	Verb
Visitor	参观者	cān guān zhě	Noun
Visitor Center	游客中心	yóu kè zhōng xīn	Noun
Visits	拜访	bài fǎng	Noun
Vitality	生机	shēngjī	Noun
Vitamin	维生素	wéi shēng sù	Noun
Vivid	形象	xíng xiàng	Noun
Vivid	生动	shēng dòng	Noun
Vivid	鲜明	xiān míng	Noun
Vocabulary	新词汇	xīn cí huì	Noun
Vocabulary	生词	shēng cí	Noun
Vocabulary	词汇	cí huì	Noun
Vocabulary	词语	cí yǔ	Noun
Voice	嗓子	sǎng zi	Noun
Voice	嗓音	sǎng yīn	Noun
Voice	声音	shēng yīn	Noun
Voice	语音	yǔ yīn	Noun
Voice Assistant	语音	yǔ yīn	Noun
Voice Call	语音通话	yǔ yīn tōng huà	Noun
Voice Command	语音	yǔ yīn	Noun
Voice Control	语音	yǔ yīn	Noun
Voice Message	语音消息	yǔ yīn xiāo xī	Noun
Voice Recognition	语音	yǔ yīn	Noun
Voicemail	语音信箱	yǔ yīn xìn xiāng	Noun
Voicemail	语音邮件	yǔ yīn yóu jiàn	Noun
Volcano	火山	huǒ shān	Noun
Volleyball	排球	pái qiú	Noun
Volume	体积	tǐ jī	Noun
Volume	册	cè	Noun
Volume	卷	juǎn	Noun
Volume	量	liàng	Noun
Volume	音量	yīn liàng	Noun
Voluntarily	自愿	zìyuàn	Adverb
Volunteer	志愿	zhì yuàn	Noun
Volunteer	志愿者	zhì yuàn zhě	Noun
Volunteer	自告奋勇	zì gào fèn yǒng	Noun
Volunteer	自愿	zì yuàn	Noun
Volunteer	贡献	gòng xiàn	Noun
Vomit	吐	tǔ	Verb
Vomit	呕吐	ǒutù	Verb
Vote	投票	tóu piào	Noun
Vote	票	piào	Noun
Vote	表决	biǎojué	Noun
Voter	选民	xuǎn mín	Noun
Voter Turnout	投票率	tóu piào lǜ	Noun
Vow	许愿	xǔ yuàn	Noun
Vulnerable	脆弱	cuì ruò	Noun
Wacky	古怪	gǔguài	Noun
Wage Increase	加薪	jiā xīn	Noun
Wager	打赌	dǎ dǔ	Noun
Wages	工资	gōngzī	Noun
Waist	腰	yāo	Noun
Waist Measurement	腰围	yāo wéi	Noun
Wait	伺候	cìhou	Verb
Wait	候	hòu	Verb
Wait	等	děng	Verb
Wait	等 （动）	děng	Noun
Wait	等候	děnghòu	Verb
Wait	等待	děng dài	Verb
Wait	等等	děng děng	Verb
Wait For	等	děng	Preposition
Wait For	等一下	děng yí xià	Preposition
Wait For	等待	děngdài	Preposition
Wait For Me	等我	děng wǒ	Noun
Wait In Line	排队	pái duì	Noun
Wait In Line	排队等待	pái duì děng dài	Noun
Wait Until	等到	děng dào	Noun
Waited	等了	děng le	Verb
Waited In Line	排队	pái duì	Noun
Waiter	服务员	fúwùyuán	Noun
Waiting	数着	shù zhe	Verb
Waiting	等	děng	Verb
Waiting	等待	děng dài	Verb
Waiting	等着	děng zhe	Verb
Waiting For	在等	zài děng	Noun
Waiting Room	等候室	děng hòu shì	Noun
Wake	把...叫醒	bǎ ... jiào xǐng	Noun
Wake Up	苏醒	sūxǐng	Verb
Wake Up	醒	xǐng	Verb
Wake Up	醒来	xǐng lái	Verb
Wake-Up Call	叫醒电话	jiào xǐng diàn huà	Noun
Walk	前行	qián xíng	Noun
Walk	徒步走	tú bù zǒu	Noun
Walk	得往	dé wǎng	Noun
Walk	散步	sàn bù	Noun
Walk	步得	bù dé	Noun
Walk	步行	bù xíng	Noun
Walk	河走	hé zǒu	Noun
Walk	行走	xíng zǒu	Noun
Walk	走	zǒu	Noun
Walk	走去	zǒu qù	Noun
Walk	走得	zǒu dé	Noun
Walk	走走	zǒu zǒu	Noun
Walk	走路	zǒu lù	Noun
Walk	走路去	zǒu lù qù	Noun
Walk	遛	liú	Noun
Walk	遛狗	liú gǒu	Noun
Walk Away	转身	zhuǎn shēn	Noun
Walk By	经过	jīng guò	Noun
Walk Downstairs	下楼	xià lóu	Noun
Walk Straight	直走	zhí zǒu	Noun
Walk The Dog	遛狗	liú gǒu	Noun
Walked	走	zǒu	Verb
Walked	走了	zǒu le	Verb
Walked	走出	zǒu chū	Verb
Walked	走到了	zǒu dào le	Verb
Walked	走着	zǒu zhe	Verb
Walked	走路	zǒu lù	Verb
Walked	遛	liú	Verb
Walking	散步	sàn bù	Verb
Walking	步行	bù xíng	Verb
Walking	走	zǒu	Verb
Walking	遛狗	liú gǒu	Verb
Walking Tour	徒步游	tú bù yóu	Noun
Walks	散步	sàn bù	Noun
Walks	步行	bù xíng	Noun
Walks	走	zǒu	Noun
Walks	走得	zǒu dé	Noun
Walks	走路	zǒu lù	Noun
Wall	墙	qiáng	Noun
Wall	墙壁	qiáng bì	Noun
Wall	屏障	píngzhàng	Noun
Wallace	迈	mài	Noun
Wallet	皮夹	pí jiā	Noun
Wallet	钱包	qián bāo	Noun
Wander	徘徊	páihuái	Verb
Wang	王	wáng	Noun
Wang Ming	王明	wáng míng	Noun
Want	想	xiǎng	Verb
Want	想要	xiǎng yào	Verb
Want	想让	xiǎng ràng	Verb
Want	要	yào	Verb
Want To	想	xiǎng	Noun
Want To	想要	xiǎng yào	Noun
Want To	要	yào	Noun
Want To Be	希望成为	xī wàng chéng wéi	Noun
Want To Be	想成为	xiǎng chéng wéi	Noun
Want To Be	想要成为	xiǎng yào chéng wéi	Noun
Wanted	很想	hěn xiǎng	Verb
Wanted	很想要	hěn xiǎng yào	Verb
Wanted	想	xiǎng	Verb
Wanted	想要	xiǎng yào	Verb
Wanted	想让	xiǎng ràng	Verb
Wanted	想过	xiǎng guò	Verb
Wanted	要	yào	Verb
Wantonly	大肆	dàsì	Adverb
Wants	想	xiǎng	Noun
Wants	想要	xiǎng yào	Noun
Wants	想让	xiǎng ràng	Noun
Wants	要	yào	Noun
Wants To	想	xiǎng	Noun
War	战争	zhàn zhēng	Verb
Ward	病房	bìng fáng	Noun
Wardrobe	衣柜	yī guì	Noun
Warehouse	仓库	cāng kù	Noun
Warm	保暖	bǎo nuǎn	Adjective
Warm	保暖的	bǎo nuǎn de	Adjective
Warm	加热	jiā rè	Adjective
Warm	厚实	hòu shí	Adjective
Warm	很暖和	hěn nuǎn huo	Adjective
Warm	暖	nuǎn	Adjective
Warm	暖和	nuǎn hé	Adjective
Warm	暖和的	nuǎn huo de	Adjective
Warm	温暖	wēn nuǎn	Adjective
Warm	温柔	wēn róu	Adjective
Warm	温热	wēn rè	Adjective
Warm	温馨	wēn xīn	Adjective
Warm	火让	huǒ ràng	Adjective
Warm	热乎乎	rè hū hū	Adjective
Warm	热烈	rèliè	Adjective
Warm Up	热身	rè shēn	Noun
Warm Welcome	热烈欢迎	rè liè huān yíng	Noun
Warm-Up	热身	rè shēn	Noun
Warm-Up Activity	热身	rè shēn	Noun
Warm-Up Exercise	热身	rè shēn	Noun
Warmer	更暖和	gèng nuǎn huo	Noun
Warmer	更暖和了	gèng nuǎn huo le	Noun
Warmth	暖和	nuǎn hé	Noun
Warn	叮嘱	dīngzhǔ	Adverb
Warn	告诫	gàojiè	Noun
Warn	警告	jǐng gào	Adverb
Warning	征兆	zhēng zhào	Noun
Warning	忠告	zhōng gào	Noun
Warning	警告	jǐng gào	Noun
Warning	警报	jǐng bào	Noun
Warning	警示	jǐng shì	Noun
Warning	预兆	yùzhào	Noun
Warning	预警	yù jǐng	Noun
Warning Sign	警示牌	jǐng shì pái	Noun
Warrant	保修	bǎo xiū	Noun
Was	以前	yǐ qián	Noun
Was	作为	zuò wèi	Noun
Was	吗	ma	Noun
Was	在	zài	Noun
Was	就是	jiù shì	Noun
Was	很	hěn	Noun
Was	是	shì	Noun
Was	被	bèi	Noun
Was Being	正在被	zhèng zài bèi	Noun
Was Being Fixed	正在修理	zhèng zài xiū lǐ	Noun
Was Being Fixed	被修理	bèi xiū lǐ	Noun
Was Going To	会	huì	Noun
Was Going To	原本打算	yuán běn dǎ suàn	Noun
Was Going To	打算	dǎ suàn	Noun
Was Hoping To	希望	xī wàng	Noun
Was Not	不是	bú shì	Noun
Was Sitting	着	zhe	Noun
Was Thinking	在想	zài xiǎng	Noun
Wash	一洗	yī xǐ	Verb
Wash	冲洗	chōng xǐ	Verb
Wash	刷洗	shuā xǐ	Verb
Wash	多洗	duō xǐ	Verb
Wash	洗	xǐ	Verb
Wash	洗一洗	xǐ yī xǐ	Verb
Wash	洗个	xǐ gè	Verb
Wash	洗好	xǐ hǎo	Verb
Wash	洗完	xǐ wán	Verb
Wash	洗得	xǐ dé	Verb
Wash	洗洗	xǐ xǐ	Verb
Wash	洗涤	xǐ dí	Verb
Wash	洗碗	xǐ wǎn	Verb
Wash	洗车	xǐ chē	Verb
Wash	洗过	xǐ guò	Verb
Wash	淘	táo	Verb
Wash	清洗	qīng xǐ	Verb
Washes	洗	xǐ	Noun
Washes	清洗	qīng xǐ	Noun
Washing	在清洗	zài qīng xǐ	Verb
Washing	水洗	shuǐ xǐ	Verb
Washing	洗	xǐ	Verb
Washing	洗头发	xǐ tóu fā	Verb
Washing	洗碗	xǐ wǎn	Verb
Washing	清洗	qīng xǐ	Verb
Washing Machine	洗衣机	xǐ yī jī	Noun
Wasn't	不	bù	Noun
Wasn't	不是吗	bú shì ma	Noun
Wasn't	才	cái	Noun
Wasn't	是	shì	Noun
Wasn't	没有	méi yǒu	Noun
Wasn't It	不是吗	bú shì ma	Noun
Waste	浪费	làng fèi	Noun
Waste	糟蹋	zāotà	Noun
Watch	手表	shǒu biǎo	Noun
Watch	收看	shōu kàn	Noun
Watch	照	zhào	Noun
Watch	留神	liúshén	Noun
Watch	盯	dīng	Noun
Watch	看	kàn	Noun
Watch	看吧	kàn ba	Noun
Watch	看电视	kàn diàn shì	Noun
Watch	看雪	kàn xuě	Noun
Watch	眺望	tiào wàng	Noun
Watch	管管	guǎn guǎn	Noun
Watch	表	biǎo	Noun
Watch	表当	biǎo dāng	Noun
Watch	观看	guān kàn	Noun
Watch	视	shì	Noun
Watch A Movie	看电影	kàn diàn yǐng	Noun
Watch Out	小心	xiǎo xīn	Adjective
Watch Out	当心	dāngxīn	Adjective
Watch Out For	小心	xiǎo xīn	Noun
Watched	看	kàn	Verb
Watched	看了	kàn le	Verb
Watched	看过	kàn guò	Verb
Watched	观察	guān chá	Verb
Watched	观看	guān kàn	Verb
Watched	观赏	guān shǎng	Verb
Watches	手表	shǒu biǎo	Noun
Watches	注视	zhùshì	Noun
Watches	监视	jiānshì	Noun
Watches	看	kàn	Noun
Watches	表	biǎo	Noun
Watches	观赏	guān shǎng	Noun
Watching	在看	zài kàn	Verb
Watching	看	kàn	Verb
Watching	看同	kàn tóng	Verb
Watching	看电视	kàn diàn shì	Verb
Watching	观	guān	Verb
Watching	视	shì	Verb
Water	水	shuǐ	Noun
Water	浇	jiāo	Noun
Water	浇水	jiāo shuǐ	Noun
Water	浇水给	jiāo shuǐ gěi	Noun
Water	清水	qīng shuǐ	Noun
Water	白开水	bái kāi shuǐ	Noun
Water	白水	bái shuǐ	Noun
Water Bottle	水壶	shuǐ hú	Noun
Water Bottle	水瓶	shuǐ píng	Noun
Water Bottles	水瓶	shuǐ píng	Noun
Water Conservancy	水利	shuǐlì	Noun
Water Cup	水杯	shuǐ bēi	Noun
Water Cut	停水	tíng shuǐ	Noun
Water Dispenser	饮水机	yǐn shuǐ jī	Noun
Water Outage	停水	tíng shuǐ	Noun
Water Play	玩水	wán shuǐ	Noun
Water Resource	水资源	shuǐ zī yuán	Noun
Water Stoppage	停水	tíng shuǐ	Noun
Water Supply Interruption	停水	tíng shuǐ	Noun
Water Suspension	停水	tíng shuǐ	Noun
Water Tap	水龙头	shuǐlóngtóu	Noun
Watercolor	水彩	shuǐ cǎi	Noun
Watercraft	船舶	chuánbó	Noun
Watered	浇水	jiāo shuǐ	Verb
Waterfall	瀑布	pù bù	Noun
Watering	浇水	jiāo shuǐ	Verb
Watermelon	西瓜	xī guā	Noun
Waterproof	防水	fáng shuǐ	Noun
Waterproof	防水的	fáng shuǐ de	Noun
Waters	浇水	jiāo shuǐ	Noun
Wave	地挥	dì huī	Noun
Wave	打招呼	dǎ zhāo hū	Noun
Wave	招呼	zhāo hū	Noun
Wave	挥	huī	Noun
Wave	挥动	huī dòng	Noun
Wave	挥手	huī shǒu	Noun
Wave	摇曳	yáo yè	Noun
Wave	波	bō	Noun
Wave	波浪	bōlàng	Noun
Wave	浪	làng	Noun
Wave	海浪	hǎi làng	Noun
Wave	风潮	fēng cháo	Noun
Waved	挥手	huī shǒu	Verb
Waves	波涛	bōtāo	Noun
Waves	浪	làng	Noun
Waving	挥手	huī shǒu	Verb
Way	办法	bànfǎ	Noun
Way	方式	fāng shì	Noun
Way	方法	fāng fǎ	Noun
Way	样子	yàng zi	Noun
Way	路上	lù shàng	Noun
Way Home	回家的路	huí jiā de lù	Noun
Way Home	回家的路上	huí jiā de lù shàng	Noun
Way Out	出路	chūlù	Noun
Way To Go	真棒	zhēn bàng	Noun
Way Too	太	tài	Noun
Wayward	任性	rènxìng	Noun
We	咱们	zán men	Personal Pronoun
We	我们	wǒ men	Personal Pronoun
We All	我们大家	wǒ men dà jiā	Noun
We Would	我们会	wǒ men huì	Noun
We'd	我们已经	wǒ men yǐ jīng	Noun
We'll	我们会	wǒ men huì	Noun
We'll	我们将要	wǒ men jiāng yào	Noun
We'll	我们就会	wǒ men jiù huì	Noun
We'll	我们打算	wǒ men dǎ suàn	Noun
We're	我们	wǒ men	Noun
We're	我们很	wǒ men hěn	Noun
We're	我们是	wǒ men shì	Noun
Weak	体弱	tǐ ruò	Adjective
Weak	弱	ruò	Adjective
Weak	很弱	hěn ruò	Adjective
Weak	微弱	wēi ruò	Adjective
Weak	无力	wú lì	Adjective
Weak	脆弱	cuì ruò	Adjective
Weak	薄弱	báo ruò	Adjective
Weak	虚弱	xū ruò	Adjective
Weak	虚弱的	xū ruò de	Adjective
Weak	软弱的	ruǎn ruò de	Adjective
Weaken	削弱	xuēruò	Noun
Weakness	乏力	fá lì	Noun
Weakness	弱点	ruòdiǎn	Noun
Weakness	弱项	ruò xiàng	Noun
Weakness	无力感	wú lì gǎn	Noun
Weakness	虚弱	xū ruò	Noun
Wealth	财富	cái fù	Noun
Wealthy	多金	duō jīn	Noun
Wealthy	富有	fù yǒu	Noun
Wealthy	富有的	fù yǒu de	Noun
Weapon	仗	zhàng	Noun
Weapon	凶器	xiōng qì	Noun
Weapon	家伙	jiāhuo	Noun
Weapon	武器	wǔ qì	Noun
Wear	一穿	yī chuān	Verb
Wear	佩	pèi	Verb
Wear	佩戴	pèi dài	Verb
Wear	带个	dài gè	Verb
Wear	张华戴	zhāng huá dài	Verb
Wear	戴	dài	Verb
Wear	戴帽子	dài mào zi	Verb
Wear	戴眼镜	dài yǎn jìng	Verb
Wear	戴起来	dài qǐ lái	Verb
Wear	戴过	dài guò	Verb
Wear	打	dǎ	Verb
Wear	打领带	dǎ lǐng dài	Verb
Wear	换上	huàn shàng	Verb
Wear	擦	cā	Verb
Wear	破损	pò sǔn	Verb
Wear	穿	chuān	Verb
Wear	穿件	chuān jiàn	Verb
Wear	穿厚	chuān hòu	Verb
Wear	穿戴	chuān dài	Verb
Wear	穿着	chuān zhe	Verb
Wear	穿鞋	chuān xié	Verb
Wear	系	xì	Verb
Wear	装去	zhuāng qù	Verb
Wear	身穿	shēn chuān	Verb
Wear A Tie	系领带	jìlǐngdài	Noun
Wear Makeup	化妆	huà zhuāng	Noun
Wear Off	失效	shī xiào	Noun
Wearing	戴	dài	Verb
Wearing	戴着	dài zhe	Verb
Wearing	打着	dǎ zhe	Verb
Wearing	着	zhe	Verb
Wearing	穿	chuān	Verb
Wearing	穿着	chuān zhe	Verb
Wearing	系	xì	Verb
Wearing	装着	zhuāng zhe	Verb
Wearing	身穿	shēn chuān	Verb
Wears	戴	dài	Noun
Wears Makeup	化妆	huà zhuāng	Noun
Weather	天气	tiān qì	Noun
Weave	编织	biānzhī	Verb
Web	网	wǎng	Noun
Webcam	网络摄像头	wǎng luò shè xiàng tóu	Noun
Website	网站	wǎng zhàn	Noun
Website Address	网址	wǎng zhǐ	Noun
Wedding	婚礼	hūn lǐ	Noun
Wedding Ring	婚戒	hūn jiè	Noun
Wednesday	周三	zhōu sān	Noun
Wednesday	星期三	xīng qī sān	Noun
Wednesday	礼拜三	lǐ bài sān	Noun
Week	周	zhōu	Noun
Week	工作日	gōng zuò rì	Noun
Week	星期	xīng qī	Noun
Week	礼拜	lǐ bài	Noun
Weekday	工作日	gōng zuò rì	Noun
Weekend	周末	zhōu mò	Noun
Weekends	周	zhōu	Noun
Weekly	周	zhōu	Adverb
Weekly	每周	měi zhōu	Adverb
Weeks	周	zhōu	Noun
Weeks	星期	xīng qī	Noun
Weigh	先称	xiān chēng	Noun
Weigh	时称	shí chēng	Noun
Weigh	权衡	quánhéng	Noun
Weigh	衡量	héng liàng	Noun
Weigh	重	zhòng	Noun
Weighed	称	chēng	Verb
Weighing	称	chēng	Verb
Weighing	称重	chēng zhòng	Verb
Weight	份量	fèn liàng	Noun
Weight	体重	tǐ zhòng	Noun
Weight	分量	fēn liàng	Noun
Weight	比重	bǐ zhòng	Noun
Weight	砝码	fá mǎ	Noun
Weight	重量	zhòng liàng	Noun
Weights	重量	zhòng liàng	Noun
Weird	不对劲儿	bù duì jìn ér	Noun
Weird	古怪	gǔguài	Noun
Weird	奇奇怪怪	qí qí guài guài	Noun
Weird	奇怪	qí guài	Noun
Weird	奇怪的	qí guài de	Noun
Weird	离奇	lí qí	Noun
Weird	诡异	guǐ yì	Noun
Welcome	接待	jiē dài	Interjection
Welcome	欢迎	huān yíng	Interjection
Welcome	欢迎你	huān yíng nǐ	Interjection
Welcome	欢迎光临	huān yíng guāng lín	Interjection
Welcome	迎接	yíngjiē	Interjection
Welcome To	欢迎到	huān yíng dào	Noun
Welcome To	欢迎来	huān yíng lái	Noun
Welcome To	欢迎来到	huān yíng lái dào	Noun
Welcomed	欢迎	huān yíng	Verb
Welcomes	欢迎	huān yíng	Noun
Welcoming	欢迎	huān yíng	Verb
Welfare	福利	fú lì	Noun
Well	不错	bù cuò	Adverb
Well	井	jǐng	Adverb
Well	嗯	en	Adverb
Well	嗯	ń	Adverb
Well	好听	hǎo tīng	Adverb
Well	很	hěn	Adverb
Well	清楚	qīng chǔ	Adverb
Well	舒服	shū fú	Adverb
Well Done	全熟	quán shú	Noun
Well-Dressed	衣着考究的	yī zhuó kǎo jiū de	Verb
Well-Fitting	合脚	hé jiǎo	Verb
Well-Known	很有名	hěn yǒu míng	Noun
Well-Known	很有名的	hěn yǒu míng de	Noun
Well-Known	有名的	yǒu míng de	Noun
Well-Known	知名	zhī míng	Noun
Well-Matched	般配	bān pèi	Verb
Welter	颠簸	diānbǒ	Noun
Went	前去	qián qù	Noun
Went	去	qù	Noun
Went	去了	qù le	Noun
Went	去过	qù guò	Noun
Went	走	zǒu	Noun
Went Away	走开	zǒu kāi	Noun
Went Away	走开了	zǒu kāi le	Noun
Went Out	坏了	huài le	Noun
Went Out To Play	出去玩儿	chū qù wán ér	Noun
Went To	去	qù	Noun
Went To	去了	qù le	Noun
Went Up	涨价	zhǎng jià	Noun
Were	以前	yǐ qián	Noun
Were	以前很	yǐ qián hěn	Noun
Were	以前是	yǐ qián shì	Noun
Were	原本	yuán běn	Noun
Were	吗	ma	Noun
Were	在	zài	Noun
Were	就是	jiù shì	Noun
Were	是	shì	Noun
Were	被	bèi	Noun
Were	都被	dōu bèi	Noun
Were Always	总是	zǒng shì	Noun
Were Going To	原本打算	yuán běn dǎ suàn	Noun
Were Not	没有	méi yǒu	Noun
Were Supposed To	本来应该	běn lái yīng gāi	Noun
Weren't	不	bù	Noun
Weren't	不是	bú shì	Noun
Weren't	不是吗	bú shì ma	Noun
Weren't	以前不是	yǐ qián bú shì	Noun
Weren't	原本不	yuán běn bù	Noun
Weren't	没有	méi yǒu	Noun
Weren't You Going To	你不是要	nǐ bú shì yào	Noun
Werewolf	人半狼	rén bàn láng	Noun
Werewolf	狼人	láng rén	Noun
West	西	xī	Noun
West	西边	xī biān	Noun
West	西部	xī bù	Noun
Western	西方	xī fāng	Noun
Western	西边	xī biān	Noun
Western	西部	xī bù	Noun
Western Cuisine	西餐	xī cān	Noun
Wet	湿	shī	Noun
Wet Market	菜市场	cài shì chǎng	Noun
Whale	鲸	jīng	Noun
Whale	鲸鱼	jīng yú	Noun
Wharf	码头	mǎtóu	Noun
What	什么	shén me	Interrogative Pronoun
What	咦	yí	Interrogative Pronoun
What	啥	shá	Interrogative Pronoun
What	多么	duō me	Interrogative Pronoun
What	多少	duō shǎo	Interrogative Pronoun
What A	真	zhēn	Noun
What A	真是	zhēn shì	Noun
What A	真是个	zhēn shì gè	Noun
What A Coincidence	好巧啊	hǎo qiǎo a	Noun
What About	呢	ne	Noun
What About	怎么样	zěn me yàng	Noun
What About	要不	yào bù	Noun
What About If	如果	rú guǒ	Noun
What About You	你呢	nǐ ne	Noun
What Are	做什么	zuò shén me	Noun
What Are You Doing	你们在做什么	nǐ men zài zuò shén me	Noun
What Are You Doing	你在做什么	nǐ zài zuò shén me	Noun
What Are You Doing	你在这里做什么	nǐ zài zhè lǐ zuò shén me	Noun
What Are You Doing	你明天在做什么	nǐ míng tiān zài zuò shén me	Noun
What Are Your Thoughts On	你对……有什么看法	nǐ duì …… yǒu shén me kàn fǎ	Noun
What Date	几月几号	jǐ yuè jǐ hào	Noun
What Date Is It	几月几号	jǐ yuè jǐ hào	Noun
What Day Is It	今天星期几	jīn tiān xīng qī jǐ	Noun
What Did	做了什么	zuò le shén me	Noun
What Do	做什么	zuò shén me	Noun
What Do You Do	你是做什么工作的	nǐ shì zuò shén me gōng zuò de	Noun
What Do You Think?	你觉得呢	nǐ jué dé ne	Noun
What Floor	几楼	jǐ lóu	Noun
What Happened	发生了什么	fā shēng le shén me	Noun
What Happened	怎么了	zěn me le	Noun
What Happened To	怎么了	zěn me le	Noun
What If	假如	jiǎ rú	Noun
What If	如果	rú guǒ	Noun
What In The World	到底	dào dǐ	Noun
What Is	是什么	shì shén me	Noun
What Is Being Done	正在做些什么	zhèng zài zuò xiē shén me	Noun
What Is The Date Of	是几月几号	shì jǐ yuè jǐ hào	Noun
What Kind	什么样	shén me yàng	Noun
What Kind Of	什么样的	shén me yàng de	Noun
What Kind Of	哪一类的	nǎ yī lèi de	Noun
What Kind Of	哪种	nǎ zhǒng	Noun
What On Earth	到底	dào dǐ	Noun
What Should I Do	怎么办	zěn me bàn	Noun
What Time	几点	jǐ diǎn	Noun
What Time	几点钟	jǐ diǎn zhōng	Noun
What Time Do	几点	jǐ diǎn	Noun
What Time Does	几点	jǐ diǎn	Noun
What Time Is	是几点	shì jǐ diǎn	Noun
What Time Is It	现在是几点	xiàn zài shì jǐ diǎn	Noun
What To	如何	rúhé	Noun
What Were	在做什么	zài zuò shén me	Noun
What Will	会	huì	Noun
What Would You Like	你想要什么	nǐ xiǎng yào shén me	Noun
What's	什么	shén me	Noun
What's	什么地方	shén me dì fāng	Noun
What's	什么是	shén me shì	Noun
What's	哪个是	nǎ ge shì	Noun
What's	多少	duō shǎo	Noun
What's	是什么	shì shén me	Noun
What's	是多少	shì duō shǎo	Noun
What's The Matter	怎么了	zěn me le	Noun
What's The Matter With	怎么了	zěn me le	Noun
What's Up	怎么样	zěn me yàng	Noun
What's Up	最近怎么样	zuì jìn zěn me yàng	Noun
What's Wrong	怎么了	zěn me le	Noun
What's Wrong With	怎么了	zěn me le	Noun
What's Your Name	你叫什么名字	nǐ jiào shén me míng zì	Noun
What's Yours	你呢	nǐ ne	Noun
What's-His-Name	那个叫什么名字的人	nà ge jiào shén me míng zì de rén	Noun
Whatever	不管怎样	bù guǎn zěn yàng	Noun
Whatever	任何	rènhé	Noun
Whatever	无论	wú lùn	Noun
Wheat	小麦	xiǎo mài	Noun
Wheel	轮	lún	Noun
Wheel	轮子	lún zi	Noun
Wheelchair	轮椅	lún yǐ	Noun
Wheels	轮	lún	Noun
When	上当	shàngdàng	Interrogative Pronoun
When	上时	shàng shí	Interrogative Pronoun
When	什	shén	Interrogative Pronoun
When	什么时候	shén me shí hòu	Interrogative Pronoun
When	何时	hé shí	Interrogative Pronoun
When	几点	jǐ diǎn	Interrogative Pronoun
When	在	zài	Interrogative Pronoun
When	当	dāng	Interrogative Pronoun
When	当有	dāng yǒu	Interrogative Pronoun
When	时	shí	Interrogative Pronoun
When	时为	shí wèi	Interrogative Pronoun
When	时去	shí qù	Interrogative Pronoun
When	时撞	shí zhuàng	Interrogative Pronoun
When	时要	shí yào	Interrogative Pronoun
When	時候	shí hòu	Interrogative Pronoun
When	的时候	de shí hòu	Interrogative Pronoun
When	适时	shì shí	Interrogative Pronoun
When	醒来时	xǐng lái shí	Interrogative Pronoun
When He Was A Child	小时候	xiǎo shí hòu	Noun
When I Was A Child	小时候	xiǎo shí hòu	Noun
When In Doubt	有疑问时	yǒu yí wèn shí	Noun
When Should	什么时候应该	shén me shí hòu yīng gāi	Noun
When The Time Comes	到时候	dào shí hòu	Noun
When We Were Children	小时候	xiǎo shí hòu	Noun
When Will	什么时候	shén me shí hòu	Noun
When's	什么时候	shén me shí hòu	Noun
Whenever	无论何时	wú lùn hé shí	Noun
Where	何处	hé chù	Interrogative Pronoun
Where	哪	nǎ	Interrogative Pronoun
Where	哪儿	nǎ ér	Interrogative Pronoun
Where	哪里	nǎ lǐ	Interrogative Pronoun
Where	的	de	Interrogative Pronoun
Where Did	在哪里	zài nǎ lǐ	Noun
Where Does	在哪儿	zài nǎ ér	Noun
Where Does	在哪里	zài nǎ lǐ	Noun
Where Is	在哪里	zài nǎ lǐ	Noun
Where Will	会住在哪里	huì zhù zài nǎ lǐ	Noun
Where Will	会去哪里	huì qù nǎ lǐ	Noun
Where Will	会在哪里	huì zài nǎ lǐ	Noun
Where's	在哪儿	zài nǎ ér	Noun
Whereas	反之	fǎnzhī	Adjective
Wherever	无论哪里	wú lùn nǎ lǐ	Noun
Whether	不管	bù guǎn	Noun
Whether	不论	bù lùn	Noun
Whether	是不是	shì bù shì	Noun
Whether	是否	shì fǒu	Noun
Whether Or Not	是否	shì fǒu	Noun
