English	French	Part of Speech
To Get A Tan	bronzer	Verb
To Get Better	améliorer	Verb
To Get Carried Away	s'emporter	Verb
To Get Closer	approcher	Verb
To Get Cold	refroidir	Verb
To Get Dressed	habiller	Verb
To Get Dumped	larguer	Verb
To Get Engaged	fiancer	Verb
To Get Fat	grossir	Verb
To Get Going	démarrer	Verb
To Get High	s'envoyer	Verb
To Get In Touch With	contacter	Verb
To Get Involved	s'impliquer	Verb
To Get Involved	s'investir	Verb
To Get Married	marier	Verb
To Get Off	descendre	Verb
To Get Off	débarquer	Verb
To Get On	monter	Verb
To Get On	prendre	Verb
To Get One's Bearings	s'orienter	Verb
To Get One's Nails Done	ongles	Verb
To Get Organized	s'organiser	Verb
To Get Oriented	s'orienter	Verb
To Get Thinner	mincir	Verb
To Get To One's Feet	lever	Verb
To Get Treated	soigner	Verb
To Get X Cut	couper	Verb
To Give	donner	Verb
To Give	offrir	Verb
To Give A Shot	piquer	Verb
To Give A Shrug	hausser les épaules	Phrase
To Give Evidence	témoigner	Verb
To Give In	céder	Verb
To Give Permission	autoriser	Verb
To Give Relief	soulager	Verb
To Give Up	abandonner	Verb
To Give Up Hope	désespérer	Verb
To Give Up On	abandonner	Verb
To Glance Through	parcourir	Verb
To Glitter	scintiller	Verb
To Glue	coller	Verb
To Go	aller	Verb
To Go	emporter	Verb
To Go	rouler	Verb
To Go	à emporter	Verb
To Go After	suivre	Verb
To Go Away	s'en aller	Verb
To Go Back	retourner	Verb
To Go Back To	retourner	Verb
To Go Down	descendre	Verb
To Go In	entrer	Verb
To Go Out	sortir	Verb
To Go Through	traverser	Verb
To Go Through That	par là	Verb
To Go To Bed	coucher	Verb
To Go Up	monter	Verb
To Go With	accompagner	Verb
To Grab	attraper	Verb
To Grade	noter	Verb
To Grasp	comprendre	Verb
To Grasp	percevoir	Verb
To Grate	râper	Verb
To Green	verdir	Verb
To Grill	griller	Verb
To Grill	rôtir	Verb
To Grip	tenir	Verb
To Groom	brosser	Verb
To Groom One's Hair	peigner	Verb
To Grow	développer	Verb
To Grow	grandir	Verb
To Grow	pousser	Verb
To Grow Back	repousser	Verb
To Grow Old	vieillir	Verb
To Guard Oneself	protéger	Verb
To Guide	mener	Verb
To Gust	souffler	Verb
To Hack	tousser	Verb
To Haggle	marchander	Verb
To Hand	donner	Verb
To Hang	accrocher	Verb
To Hang Up	raccrocher	Verb
To Happen	arriver	Verb
To Harm	nuire	Verb
To Hate	détester	Verb
To Hate	haïr	Verb
To Have	avoir	Verb
To Have	manger	Verb
To Have	prendre	Verb
To Have A Blast	s'éclater	Verb
To Have A Discussion	discuter	Verb
To Have A Great Time	s'éclater	Verb
To Have A Squint	loucher	Verb
To Have Class	avoir de l'allure	Phrase
To Have Dinner	dîner	Verb
To Have Doubts	douter	Verb
To Have Faith In	croire	Verb
To Have Fun	amuser	Verb
To Have Fun	s'éclater	Verb
To Have It Out	s'expliquer	Verb
To Have Lunch	déjeuner	Verb
To Have On	porter	Verb
To Have Sex	s'envoyer	Verb
To Have The Impression That	avoir l'impression de	Phrase
To Have To	devoir	Verb
To Have Weight	peser	Verb
To Heal	cicatriser	Verb
To Heal	guérir	Verb
To Hear	entendre	Verb
To Help	aider	Verb
To Help Each Other	s'entraider	Verb
To Her	lui	Pronoun
To Hesitate To Do Something	hésiter	Verb
To Hide Your True Self	jeu	Verb
To Highlight	souligner	Verb
To Him	lui	Pronoun
To Hire	embaucher	Verb
To Hire	recruter	Verb
To Hold	garder	Verb
To Hold	tenir	Verb
To Hold Back	hésiter	Verb
To Hold Back	retenir	Verb
To Hold Oneself Back	empêcher	Verb
To Hold Out	tendre	Verb
To Hollow Out	creuser	Verb
To Honor	à l'honneur	Verb
To Hook	accrocher	Verb
To Hook Up	brancher	Verb
To Hope	espérer	Verb
To Hospital	hospitaliser	Verb
To Hospitalize	hospitaliser	Verb
To Host	accueillir	Verb
To Host	animer	Verb
To Host	organiser	Verb
To Hunt	chasser	Verb
To Hurry	dépêcher	Verb
To Hydrate	hydrater	Verb
To Ice Over	geler	Verb
To Illuminate	éclairer	Verb
To Illustrate	illustrer	Verb
To Imagine	croire	Verb
To Imagine	imaginer	Verb
To Imagine Things	des idées	Verb
To Immunize	vacciner	Verb
To Import	importer	Verb
To Imprison	enfermer	Verb
To Imprison	incarcérer	Verb
To Improve	améliorer	Verb
To Improve	réformer	Verb
To Improve	s'arranger	Verb
To Improvise	improviser	Verb
To Incarcerate	incarcérer	Verb
To Increase	augmenter	Verb
To Indebt	endetter	Verb
To Infer	conclure	Verb
To Inflame	irriter	Verb
To Inform	annoncer	Verb
To Inform	informer	Verb
To Inhale	respirer	Verb
To Injure	blesser	Verb
To Input	saisir	Verb
To Inquire	enquêter	Verb
To Insert	coller	Verb
To Install	installer	Verb
To Instruct	enseigner	Verb
To Insult	insulter	Verb
To Intend	prévoir	Verb
To Intend	vouloir	Verb
To Interlace	tisser	Verb
To Interpret	interpréter	Verb
To Interrupt	interrompre	Verb
To Intertwine	croiser	Verb
To Intervene	intervenir	Verb
To Introduce	connaître	Verb
To Introduce	présenter	Verb
To Introduce Oneself	présenter	Verb
To Invent	inventer	Verb
To Invest	investir	Verb
To Invest Oneself	s'investir	Verb
To Investigate	enquêter	Verb
To Invite	inviter	Verb
To Involve	s'agit	Verb
To Iron	repasser	Verb
To Irritate	démanger	Verb
To Irritate	irriter	Verb
To Irritate	énerver	Verb
To It	s'y	Verb
To Itch	démanger	Verb
To Jiggle	secouer	Verb
To Joke	plaisanter	Verb
To Joke Around	plaisanter	Verb
To Jolt	choquer	Verb
To Judge	juger	Verb
To Jump	sauter	Verb
To Justify Oneself	s'expliquer	Verb
To Keep	garder	Verb
To Keep Busy	occuper	Verb
To Keep On	continuer	Verb
To Keep Silent	taire	Verb
To Key In	taper	Verb
To Kick	frapper	Verb
To Kid	plaisanter	Verb
To Kiss	embrasser	Verb
To Kiss Each Other	embrasser	Verb
To Knit	tricoter	Verb
To Knock	frapper	Verb
To Know	connaître	Verb
To Know	savoir	Verb
To Know How To	savoir	Verb
To Lack	manquer	Verb
To Lament	regretter	Verb
To Land	atterrir	Verb
To Last	durer	Verb
To Laugh	rire	Verb
To Launch	lancer	Verb
To Lead	animer	Verb
To Lead	mener	Verb
To Leaf Through	feuilleter	Verb
To Leak	fuir	Verb
To Lean	appuyer	Verb
To Lean	buter	Verb
To Lean Over	pencher	Verb
To Leap	sauter	Verb
To Learn	apprendre	Verb
To Leave	garer	Verb
To Leave	partir	Verb
To Leave	s'en aller	Verb
To Lend	prêter	Verb
To Lessen	réduire	Verb
To Let Down	décevoir	Verb
To Lie	mentir	Verb
To Lie Down	allonger	Verb
To Lie Down	coucher	Verb
To Lift	enlever	Verb
To Lift	lever	Verb
To Lift	soulever	Verb
To Light	éclairer	Verb
To Like	aimer	Verb
To Limp	boiter	Verb
To Listen	écouter	Verb
To Listen To	ausculter	Verb
To Listen To	écouter	Verb
To Live	habiter	Verb
To Live	vivre	Verb
To Live On	survivre	Verb
To Load	charger	Verb
To Loan	prêter	Verb
To Loathe	haïr	Verb
To Lock Up	enfermer	Verb
To Log In	connecter	Verb
To Log Off	déconnecter	Verb
To Look At	regarder	Verb
To Look For	chercher	Verb
To Look For	rechercher	Verb
To Look Good On	convenir	Verb
To Look Like	ressembler	Verb
To Loop	boucler	Verb
To Loosen	desserrer	Verb
To Loosen	dévisser	Verb
To Lose	perdre	Verb
To Lose Control	s'emporter	Verb
To Lose Footing	déraper	Verb
To Lose Hope	désespérer	Verb
To Lose One's Temper	s'emporter	Verb
To Lose Weight	maigrir	Verb
To Love	adorer	Verb
To Love	aimer	Verb
To Lower	baisser	Verb
To Lubricate	huiler	Verb
To Mail	poster	Verb
To Maintain	entretenir	Verb
To Maintain	soutenir	Verb
To Make	créer	Verb
To Make	fabriquer	Verb
To Make	faire	Verb
To Make	préparer	Verb
To Make	rendre	Verb
To Make A Guess	deviner	Verb
To Make Hand Gestures	gesticuler	Verb
To Make Progress	avancer	Verb
To Make Someone Swear	jurer	Verb
To Make Up	improviser	Verb
To Make Up	inventer	Verb
To Make Up One's Mind	décider	Verb
To Make Use Of	utiliser	Verb
To Manage	diriger	Verb
To Manage	gérer	Verb
To Manage	s'arranger	Verb
To Manufacture	fabriquer	Verb
To Mark	noter	Verb
To Mark Out	baliser	Verb
To Marry	marier	Verb
To Master	maîtriser	Verb
To Match	égaler	Verb
To Me	m'	Pronoun
To Me	moi	Pronoun
To Me There	m'y	Verb
To Measure	mesurer	Verb
To Measure Weight	peser	Verb
To Mediate	intervenir	Verb
To Meet	rencontrer	Verb
To Meet	réunir	Verb
To Melt	fondre	Verb
To Memorize	mémoriser	Verb
To Mention	mentionner	Verb
To Mess Up Hair	décoiffer	Verb
To Mirror	refléter	Verb
To Miss	manquer	Verb
To Miss	regretter	Verb
To Mistake	confondre	Verb
To Mix	mélanger	Verb
To Mix	remuer	Verb
To Modify	changer	Verb
To Moisturize	hydrater	Verb
To Mold	modeler	Verb
To Move	aller	Verb
To Move	bouger	Verb
To Move	déménager	Verb
To Move	remuer	Verb
To Move	transférer	Verb
To Move Away	s'en aller	Verb
To Move Away	s'éloigner	Verb
To Move Back	reculer	Verb
To Move Forward	avancer	Verb
To Move In	emménager	Verb
To Move To Clipboard	couper	Verb
To Move Toward	orienter	Verb
To Multiply	multiplier	Verb
To Multiply	proliférer	Verb
To Multiply By Four	quadrupler	Verb
To Multiply By Three	tripler	Verb
To Murmur	chuchoter	Verb
To Murmur	murmurer	Verb
To Narrate	raconter	Verb
To Navigate	s'orienter	Verb
To Net	marquer	Verb
To Nip	mordre	Verb
To Nominate	nommer	Verb
To Not	à ne pas	Verb
To Note	constater	Verb
To Notice	constater	Verb
To Notify	informer	Verb
To Nourish	nourrir	Verb
To Obey	obéir	Verb
To Observe	constater	Verb
To Observe	observer	Verb
To Obtain	obtenir	Verb
To Occupy	occuper	Verb
To Offend	choquer	Verb
To Offer	offrir	Verb
To Oil	huiler	Verb
To One Side	à part	Verb
To Open	ouvrir	Verb
To Operate	fonctionner	Verb
To Operate	opérer	Verb
To Oppose	contredire	Verb
To Order	commander	Verb
To Organize	organiser	Verb
To Orient Oneself	s'orienter	Verb
To Outdo	dépasser	Verb
To Outrage	scandaliser	Verb
To Overcome	surmonter	Verb
To Overflow	déborder	Verb
To Overtake	doubler	Verb
To Overtake	dépasser	Verb
To Overtake	rattraper	Verb
To Overwhelm	bouleverser	Verb
To Owe	devoir	Verb
To Own	avoir	Verb
To Own	posséder	Verb
To Pack	emballer	Verb
To Package	emballer	Verb
To Paint	peindre	Verb
To Palpate	palper	Verb
To Pan-Fry	sauter	Verb
To Park	garer	Verb
To Park	stationner	Verb
To Participate	participer	Verb
To Party Hard	s'éclater	Verb
To Pass	doubler	Verb
To Pass	dépasser	Verb
To Pass	passer	Verb
To Pass Away	mourir	Verb
To Pass Out	évanouir	Verb
To Paste	coller	Verb
To Pay	payer	Verb
To Pay	régler	Verb
To Pay For	payer	Verb
To Pedal	pédaler	Verb
To Peel	peler	Verb
To Peel	éplucher	Verb
To Penalize	punir	Verb
To Penalize	pénaliser	Verb
To Penetrate	pénétrer	Verb
To Perceive	lire	Verb
To Perform	remplir	Verb
To Perform Surgery	opérer	Verb
To Persuade	convaincre	Verb
To Persuade	persuader	Verb
To Pet	caresser	Verb
To Phone	appeler	Verb
To Phone	téléphoner	Verb
To Pick	cueillir	Verb
To Pick Up	décrocher	Verb
To Pick Up	lever	Verb
To Pick Up	ramasser	Verb
To Picture	imaginer	Verb
To Pig Out	bouffer	Verb
To Pivot	pivoter	Verb
To Place	mettre	Verb
To Plan	planifier	Verb
To Plan	prévoir	Verb
To Plant	planter	Verb
To Plant Seeds	semer	Verb
To Play	jouer	Verb
To Play Hooky	sécher	Verb
To Plead	plaider	Verb
To Please	plaisir	Verb
To Pledge	engager	Verb
To Plug	boucher	Verb
To Plug	reboucher	Verb
To Point In	montrer	Verb
To Point Out	remarquer	Verb
To Point To	montrer	Verb
To Poison	empoisonner	Verb
To Polish	polir	Verb
To Pollute	contaminer	Verb
To Pollute	polluer	Verb
To Position Oneself	s'orienter	Verb
To Possess	posséder	Verb
To Post	partager	Verb
To Post	poster	Verb
To Post	publier	Verb
To Postpone	remettre	Verb
To Postpone	repousser	Verb
To Postpone	retarder	Verb
To Pour	verser	Verb
To Pout	bouder	Verb
To Power Up	allumer	Verb
To Practice	entraîner	Verb
To Practice	pratiquer	Verb
To Practice	répéter	Verb
To Precede	précéder	Verb
To Predict	prévoir	Verb
To Prefer	préférer	Verb
To Prepare	préparer	Verb
To Prepare Food	cuisiner	Verb
To Prescribe	prescrire	Verb
To Present	présenter	Verb
To Present	représenter	Verb
To Present Oneself	présenter	Verb
To Preserve	conserver	Verb
To Preserve	préserver	Verb
To Press	appuyer	Verb
To Press	presser	Verb
To Press	repasser	Verb
To Press	serrer	Verb
To Presume	supposer	Verb
To Prevail	l'emporter	Verb
To Print	imprimer	Verb
To Process	digérer	Verb
To Produce	produire	Verb
To Progress	avancer	Verb
To Progress	progresser	Verb
To Prohibit	interdire	Verb
To Proliferate	proliférer	Verb
To Promise	jurer	Verb
To Promote	favoriser	Verb
To Proofread	relire	Verb
To Prosper	fleurir	Verb
To Protect	protéger	Verb
To Protect	préserver	Verb
To Protect	sauvegarder	Verb
To Protect Oneself	protéger	Verb
To Prove	prouver	Verb
To Provide	fournir	Verb
To Prune	tailler	Verb
To Prune	élaguer	Verb
To Publish	publier	Verb
To Publish	éditer	Verb
To Pull	tirer	Verb
To Pull Out	arracher	Verb
To Pulse	battre	Verb
To Punish	pénaliser	Verb
To Push	appuyer	Verb
To Push	pousser	Verb
To Push In	enfoncer	Verb
To Put	mettre	Verb
To Put Aside	épargner	Verb
To Put At Ease	rassurer	Verb
To Put Away	ranger	Verb
To Put Down	raccrocher	Verb
To Put In	investir	Verb
To Put In Effort	s'investir	Verb
To Put Into Debt	endetter	Verb
To Put On	appliquer	Verb
To Put On Shoes/footwear	chausser	Verb
To Put To A Severe Test	mettre à rude épreuve	Phrase
To Put Together	assembler	Verb
To Quadruple	quadrupler	Verb
To Quit	démissionner	Verb
To Quit	s'en aller	Verb
To Race	courir	Verb
To Raise	augmenter	Verb
To Raise	soulever	Verb
To Raise	éduquer	Verb
To Raise	élever	Verb
To Rake	ratisser	Verb
To Reach	arriver	Verb
To Reach	atteindre	Verb
To Reach	joindre	Verb
To Reach Out	tendre	Verb
To Read	lire	Verb
To Reason	raisonner	Verb
To Reassure	rassurer	Verb
To Rebel	révolter	Verb
To Recall	rappeler	Verb
To Recall	souvenir	Verb
To Receive	recevoir	Verb
To Recite	réciter	Verb
To Recognize	reconnaître	Verb
To Record	enregistrer	Verb
To Recover	guérir	Verb
To Recover	reposer	Verb
To Recover	récupérer	Verb
To Recruit	recruter	Verb
To Recycle	recycler	Verb
To Redo Hairstyle	recoiffer	Verb
To Reduce	baisser	Verb
To Reduce	diminuer	Verb
To Reduce	réduire	Verb
To Refer To	mentionner	Verb
To Reflect	penser	Verb
To Reflect	refléter	Verb
To Reflect	réfléchir	Verb
To Reform	réformer	Verb
To Refrain	s'abstenir	Verb
To Refrain	éviter	Verb
To Refresh	rafraîchir	Verb
To Refresh	renouveler	Verb
To Refund	rembourser	Verb
To Refurbish	rénover	Verb
To Refuse	refuser	Verb
To Regard	estimer	Verb
To Reglue	recoller	Verb
To Regret	regretter	Verb
To Regrow	repousser	Verb
To Reheat	réchauffer	Verb
To Reimburse	rembourser	Verb
To Reinforce	renforcer	Verb
To Reject	refuser	Verb
To Rejoice	réjouir	Verb
To Relax	détendre	Verb
To Relax	reposer	Verb
To Release	publier	Verb
To Release	relâcher	Verb
To Relieve	soulager	Verb
To Relocate	déménager	Verb
To Remark	commenter	Verb
To Remark	remarquer	Verb
To Remember	rappeler	Verb
To Remember	souvenir	Verb
To Remove	enlever	Verb
To Remove Weeds	désherber	Verb
To Renew	rafraîchir	Verb
To Renew	renouveler	Verb
To Renovate	restaurer	Verb
To Renovate	rénover	Verb
To Rent	louer	Verb
To Repair	réparer	Verb
To Repay	rembourser	Verb
To Repeat	répéter	Verb
To Reply	répondre	Verb
To Report	dénoncer	Verb
To Represent	symboliser	Verb
To Reprimand	punir	Verb
To Request	demander	Verb
To Reread	relire	Verb
To Resemble	ressembler	Verb
To Reserve	réserver	Verb
To Reside	habiter	Verb
To Resign	démissionner	Verb
To Resign Oneself	résigner	Verb
To Resolve	résoudre	Verb
To Resonate	résonner	Verb
To Respect	respecter	Verb
To Respond	répondre	Verb
To Rest	appuyer	Verb
To Rest	buter	Verb
To Rest	reposer	Verb
To Restore	restaurer	Verb
To Restore	rétablir	Verb
To Retain	retenir	Verb
To Retrieve	récupérer	Verb
To Return	rentrer	Verb
To Return	revenir	Verb
To Return To	retourner	Verb
To Reverse	reculer	Verb
To Review	relire	Verb
To Review	réviser	Verb
To Revise	réviser	Verb
To Revolt	révolter	Verb
To Reward	récompenser	Verb
To Ring	sonner	Verb
To Ripen	mûrir	Verb
To Roast	rôtir	Verb
To Rock	balancer	Verb
To Roll Up	enrouler	Verb
To Round	arrondir	Verb
To Round Up/down	arrondir	Verb
To Rub	frotter	Verb
To Rue	regretter	Verb
To Run	animer	Verb
To Run	courir	Verb
To Run	diriger	Verb
To Run	filer	Verb
To Run A Race	courir	Verb
To Run Away	enfuir	Verb
To Rush	dépêcher	Verb
To Rush	précipiter	Verb
To Rush	se précipiter	Verb
To Sadden	désoler	Verb
To Safeguard	sauvegarder	Verb
To Sand	poncer	Verb
To Sand Down	poncer	Verb
To Save	économiser	Verb
To Save	épargner	Verb
To Save Up	économiser	Verb
To Savor	savourer	Verb
To Saw	scier	Verb
To Say	dire	Verb
To Say By Heart	réciter	Verb
To Scan	scanner	Verb
To Scandalize	scandaliser	Verb
To Scar	cicatriser	Verb
To Scarf Down	bouffer	Verb
To Schedule	planifier	Verb
To Score	marquer	Verb
To Scrape Off	gratter	Verb
To Scrape Together	ratisser	Verb
To Scratch	démanger	Verb
To Scream	hurler	Verb
To Screw In	visser	Verb
To Scrub	frotter	Verb
To Scrub	gratter	Verb
To Scuba Dive	faire de la plongée	Verb
To Search	chercher	Verb
To Search For	rechercher	Verb
To Season	assaisonner	Verb
To Season	épicer	Verb
To Secure	boucler	Verb
To Secure	fixer	Verb
To Secure	obtenir	Verb
To Seduce	séduire	Verb
To See	constater	Verb
To See	consulter	Verb
To See	voir	Verb
To See Again	revoir	Verb
To Seek	postuler	Verb
To Seep	fuir	Verb
To Seethe	bouillir	Verb
To Select	choisir	Verb
To Self-Harm	couper	Verb
To Sell	vendre	Verb
To Send	envoyer	Verb
To Send	s'envoyer	Verb
To Send Messages	s'envoyer	Verb
To Send Oneself	s'envoyer	Verb
To Sense	ressentir	Verb
To Sense	sentir	Verb
To Sentence	condamner	Verb
To Separate	séparer	Verb
To Serve	servir	Verb
To Set	régler	Verb
To Set Free	relâcher	Verb
To Set Up	configurer	Verb
To Set Up	installer	Verb
To Settle	régler	Verb
To Settle	s'arranger	Verb
To Settle In	emménager	Verb
To Sew	coudre	Verb
To Shake	remuer	Verb
To Shake	secouer	Verb
To Shape	modeler	Verb
To Share	partager	Verb
To Shatter	briser	Verb
To Shave	raser	Verb
To Shave Oneself	raser	Verb
To Shift	bouger	Verb
To Shine	briller	Verb
To Shine	polir	Verb
To Ship	exporter	Verb
To Shiver	frissonner	Verb
To Shock	choquer	Verb
To Shock	scandaliser	Verb
To Shoot	s'envoyer	Verb
To Shorten	raccourcir	Verb
To Shout	crier	Verb
To Shove	pousser	Verb
To Show	indiquer	Verb
To Show	montrer	Verb
To Show	représenter	Verb
To Show Evidence Of	preuve	Verb
To Show Up	apparaître	Verb
To Shred	râper	Verb
To Shriek	hurler	Verb
To Shrug	hausser les épaules	Phrase
To Shudder	frissonner	Verb
To Shut	fermer	Verb
To Sign	signer	Verb
To Sign Up	abonner	Verb
To Signalize	baliser	Verb
To Simmer	mijoter	Verb
To Sing	chanter	Verb
To Sit Down	asseoir	Verb
To Skate	patiner	Verb
To Ski	skier	Verb
To Skid	déraper	Verb
To Skim	parcourir	Verb
To Skin	peler	Verb
To Skip	sécher	Verb
To Slacken	desserrer	Verb
To Sleep	coucher	Verb
To Sleep	dorme	Verb
To Sleep	dormir	Verb
To Slide	glisser	Verb
To Slim Down	maigrir	Verb
To Slim Down	mincir	Verb
To Slip	déraper	Verb
To Slip	glisser	Verb
To Slip One's Mind	échapper	Verb
To Slow Down	freiner	Verb
To Slow Down	ralentir	Verb
To Slow-Cook	mijoter	Verb
To Smell	sentir	Verb
To Smile	sourire	Verb
To Smoke	fumer	Verb
To Snack	grignoter	Verb
To Snap	casser	Verb
To Sneeze	éternuer	Verb
To Snow	neiger	Verb
To Soak	tremper	Verb
To Soften	estomper	Verb
To Solve	résoudre	Verb
To Soothe	apaiser	Verb
To Soothe	calmer	Verb
To Sort	trier	Verb
To Sort Out	s'arranger	Verb
To Sound	sonner	Verb
To Sow	planter	Verb
To Sow	semer	Verb
To Sparkle	scintiller	Verb
To Spasm	tordre	Verb
To Speak	parler	Verb
To Speak One's Mind	exprimer	Verb
To Speak To	s'adresser	Verb
To Specify	préciser	Verb
To Speed Up	accélérer	Verb
To Spell	épeler	Verb
To Spend	dépenser	Verb
To Spend	passer	Verb
To Spice	épicer	Verb
To Spill	verser	Verb
To Spin	tourner	Verb
To Split Up	séparer	Verb
To Squander	gaspiller	Verb
To Squat	accroupir	Verb
To Squeeze	presser	Verb
To Squeeze	serrer	Verb
To Stand Up	lever	Verb
To Stand Up	redresser	Verb
To Start	commencer	Verb
To Start	démarrer	Verb
To Start	lancer	Verb
To Start Losing Hope	désespérer	Verb
To Station	stationner	Verb
To Stay	rester	Verb
To Stay Lit	brûler	Verb
To Step Down	démissionner	Verb
To Sterilize	désinfecter	Verb
To Stick	coller	Verb
To Stick Back	recoller	Verb
To Stimulate	favoriser	Verb
To Stir	remuer	Verb
To Stir Up	enflammer	Verb
To Stoop	baisser	Verb
To Stop	arrêter	Verb
To Stop Oneself	empêcher	Verb
To Store	conserver	Verb
To Straighten Up	redresser	Verb
To Strengthen	renforcer	Verb
To Stretch	étirer	Verb
To Stretch Out	allonger	Verb
To Strike	frapper	Verb
To Stroke	caresser	Verb
To Stroll	balader	Verb
To Stroll	flâner	Verb
To Stroll	promener	Verb
To Strongly Dislike	détester	Verb
To Struggle	lutter	Verb
To Struggle Against	combattre	Verb
To Struggle With	buter	Verb
To Study	apprendre	Verb
To Study	étudier	Verb
To Style One's Hair	coiffer	Verb
To Subscribe	abonner	Verb
To Subtract	déduire	Verb
To Subtract	retrancher	Verb
To Subtract	soustraire	Verb
To Succeed	réussir	Verb
To Suffer	souffrir	Verb
To Suit	convenir	Verb
To Sum	additionner	Verb
To Sum Up	résumer	Verb
To Summarize	résumer	Verb
To Summon	convoquer	Verb
To Supply	fournir	Verb
To Support	soutenir	Verb
To Support Each Other	soutenir	Verb
To Suppose	croire	Verb
To Suppose	supposer	Verb
